zone,state,lga,sector,ea,hhid,interviewer_id,wt_round7,wt_r7panel,s5q1f,s5q1f_os,s5q1g,s5q1h,s5q1h_os,s5q1i,s5q1i_os,s5q1j,s5q1k,s5q1k_os,s5q1l,s5q1m,s5q1m_os,s5q1c,s5q1d,s5q1e,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s9q4,s9q5,s9q6__1,s9q6__2,s9q6__3,s9q6__4,s9q6__5,s9q6__6,s9q6__96,s9q6_os,s9q7,s9q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
2. North East,5. Bauchi,505. DARAZO,2. Rural,1716,59068,21,12296.819186359293,15236.140672489151,4. PUBLIC TAP/STANDPIPE,,"1. YES, AT LEAST ONCE",2. WATER SUPPLY REDUCED,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-08T12:12:32
2. North East,5. Bauchi,506. DASS,2. Rural,696,59073,12,2599.717199602476,,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,4. Some of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-12T17:59:19
2. North East,5. Bauchi,506. DASS,2. Rural,696,59077,4,5582.622916255915,6095.755443956565,5. TUBE WELL/BOREHOLE,,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),GOT SPOILED,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",28,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T16:25:14
2. North East,5. Bauchi,506. DASS,2. Rural,696,59079,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. PARTIALLY COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-22T07:54:56
2. North East,5. Bauchi,506. DASS,2. Rural,696,59083,19,4094.000586277242,4273.188104358898,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,21,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,11,3. HAUSA,,1. YES,0,2020-11-11T15:58:06
2. North East,5. Bauchi,507. GAMAWA,2. Rural,230,59086,13,6745.672053980546,7574.957201241486,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",42,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,3. Not too worried,0,0,1,0,0,0,0,0,0,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T15:20:41
2. North East,5. Bauchi,507. GAMAWA,2. Rural,230,59087,13,8321.83198704654,8843.481149096342,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",14,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,0,1,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,3,3. HAUSA,,1. YES,0,2020-11-09T08:45:52
2. North East,5. Bauchi,507. GAMAWA,2. Rural,230,59093,12,8356.912204905711,9041.842519959686,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",84,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-14T09:39:35
2. North East,5. Bauchi,507. GAMAWA,2. Rural,230,59095,4,7910.067845392342,8519.181282753681,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",46.5,2. NFE WAS OPERATING AT ROUND 6,,2. Temporarily closed,4. CAN'T GET INPUTS,,2. NO,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T11:04:44
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59097,1,6866.763962887094,,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,4. FOUR,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,60,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,3. Less than in September,4. CAN'T GET INPUTS,,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,1,0,0,1,0,0,0,1,1,1,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T08:58:20
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59098,19,5256.715201820892,5130.736175666525,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,3. About half of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,,35,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-11T13:07:17
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59101,19,5343.987332200954,5240.137833943954,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,1. All of the time,4. Some of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,8,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,0,0,1,1,1,1,1,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,2. NO,2,2020-11-12T10:59:25
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59102,4,13543.712741659303,13844.05758515965,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,63,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-12T12:00:59
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59104,1,6318.223214223166,7200.599282500667,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",20,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,4. Not a threat at all,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T09:35:05
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59105,1,4753.81736990125,5077.219326609446,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,77,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,3,2020-11-10T18:44:43
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59106,1,10263.672908450597,10877.365543353084,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,24,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,6,2020-11-08T08:41:19
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59108,19,4834.584791798675,4763.206211307843,6. PROTECTED DUG WELL,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,98. DON'T KNOW,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-10T13:35:50
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,13,14070.921478291255,14551.123056559802,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",20,1. NFE TEMPORARILY CLOSED AT ROUND 6,,1. Open,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-11T07:34:54
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,13,14070.921478291255,14551.123056559802,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. ONE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",28,2. NFE WAS OPERATING AT ROUND 6,,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,2. Somewhat worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-15T14:52:08
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,19,5962.261302090838,6213.547333705933,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,1. YES,,,1. YES,,,5. None of the time,4. Some of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,12,2. NFE WAS OPERATING AT ROUND 6,,2. Temporarily closed,4. CAN'T GET INPUTS,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1. YES,2. NO,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T15:19:37
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,4,6427.46087645728,6903.314395387967,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,3. THREE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-09T20:51:49
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,13,8138.54947619242,8753.141412336352,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",28,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 6,2. NO,,,,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,3. Not much of a threat,2. NO,,,,,,,,,,2. NO,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-11T08:00:19
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,13,4477.519474833711,4625.622434412928,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,4. PUBLIC TAP/STANDPIPE,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,2. The same as in September,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-08T07:21:19
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,12,4625.753250474235,4873.979102888563,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,4. Some of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,8. PUBLIC ADMINISTRATION,5. As an employee for the government,,16,1. NFE TEMPORARILY CLOSED AT ROUND 6,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-11T09:48:55
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,21,7748.0872531988725,7718.9649385197545,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,35,1. NFE TEMPORARILY CLOSED AT ROUND 6,,3. Permanently closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,2. Gap has stayed the same,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-07T16:23:21
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,12,9951.872945993986,11019.258915396962,4. PUBLIC TAP/STANDPIPE,,"2. NO, ALWAYS SUFFICIENT",,,6. PROTECTED DUG WELL,,1. YES,,,1. YES,,,4. Some of the time,1. All of the time,5. FIVE OR MORE,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,54,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,2. NO,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,101,3. HAUSA,,1. YES,0,2020-11-12T14:38:02
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,21,6473.885169171477,7148.637151600191,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,4. FOUR,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",12,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,1. Gap has widened,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-08T20:11:33
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,21,7748.0872531988725,7718.9649385197545,5. TUBE WELL/BOREHOLE,,"2. NO, ALWAYS SUFFICIENT",,,5. TUBE WELL/BOREHOLE,,1. YES,,,1. YES,,,2. Most of the time,2. Most of the time,2. TWO,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 6 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",35,2. NFE WAS OPERATING AT ROUND 6,,1. Open,,,,,,1. Higher than in September,,,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,2. NO,,,,,,,,,,1. YES,3. Gap has narrowed,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-11-08T20:51:33
