zone,state,lga,sector,ea,hhid,pnumber_id,nbhhme,s1q13,s1q15,s1q15_os
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,428,109058,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,428,109058,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,428,109058,3,,2. NO,,
5. South South,10. Delta,1011. NDOKWA EAST,2. Rural,0,109059,1,4,1. YES,1. HEAD,
5. South South,10. Delta,1011. NDOKWA EAST,2. Rural,0,109059,2,1,1. YES,2. SPOUSE,
5. South South,10. Delta,1011. NDOKWA EAST,2. Rural,0,109059,3,,2. NO,,
5. South South,10. Delta,1011. NDOKWA EAST,2. Rural,0,109059,4,4,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109060,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109060,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109060,3,,2. NO,,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109062,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109062,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109062,3,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109062,4,,2. NO,,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109062,5,,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109067,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109067,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109067,3,,2. NO,,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109068,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109068,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109068,3,,2. NO,,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109069,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109069,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1012. NDOKWA WEST,2. Rural,1106,109069,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109080,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109080,2,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109082,1,3,1. YES,6. GRANDCHILD,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109082,2,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109083,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109083,2,7,1. YES,3. OWN CHILD,
5. South South,10. Delta,1013. OKPE,2. Rural,88,109083,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109085,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109085,2,3,1. YES,3. OWN CHILD,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109085,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109087,1,2,1. YES,3. OWN CHILD,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109087,2,1,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109087,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109088,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109088,2,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109095,1,6,1. YES,7. BROTHER/SISTER,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109095,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109095,3,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,410,109095,4,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,948,109104,1,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,948,109104,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,948,109104,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,948,109106,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,948,109106,2,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109110,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109110,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109110,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109115,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109115,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109115,3,,2. NO,,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109118,1,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109118,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109118,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109121,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109121,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109121,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109123,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109123,2,7,1. YES,3. OWN CHILD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109123,3,6,1. YES,3. OWN CHILD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109123,4,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109126,1,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109126,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109126,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109128,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109128,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109128,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109130,1,1,1. YES,7. BROTHER/SISTER,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109130,2,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109131,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,30,109131,2,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109135,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109135,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109135,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109137,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109137,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109137,3,,2. NO,,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109142,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1022. UVWIE,1. Urban,386,109142,2,,2. NO,,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109147,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109147,2,,2. NO,,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109148,1,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109148,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109148,3,,2. NO,,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109149,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109149,2,1,1. YES,1. HEAD,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109149,3,,2. NO,,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109151,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109151,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1023. WARRI NORTH,2. Rural,346,109151,3,,2. NO,,
5. South South,10. Delta,1002. ANIOCHA SOUTH,1. Urban,114,109156,1,1,1. YES,1. HEAD,
5. South South,10. Delta,1002. ANIOCHA SOUTH,1. Urban,114,109156,2,2,1. YES,2. SPOUSE,
5. South South,10. Delta,1002. ANIOCHA SOUTH,1. Urban,114,109156,3,,1. YES,2. SPOUSE,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109173,1,3,1. YES,3. OWN CHILD,
5. South South,10. Delta,1013. OKPE,2. Rural,1054,109173,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110001,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110001,2,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110003,1,2,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110003,2,4,1. YES,7. BROTHER/SISTER,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110004,1,2,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110004,2,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110006,1,4,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110006,2,3,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110006,3,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110007,1,3,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110007,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110007,3,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110008,1,2,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110008,2,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110009,1,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110009,2,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110009,3,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110009,4,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110010,1,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110010,2,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1104. EBONYI,1. Urban,2028,110010,3,,2. NO,,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110024,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110024,2,6,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110024,3,,2. NO,,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110025,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110025,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1112. OHAUKWU,2. Rural,78,110025,3,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110083,1,8,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110083,2,10,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110083,3,5,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110085,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110085,2,3,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,434,110085,3,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110111,1,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110111,2,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110111,3,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110112,1,5,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110112,2,7,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110112,3,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110113,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110113,2,,2. NO,,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110117,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110119,1,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110119,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1113. ONICHA,2. Rural,954,110119,3,,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. Rural,936,110121,1,2,1. YES,1. HEAD,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. Rural,936,110121,2,,2. NO,,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. Rural,936,110128,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. Rural,936,110128,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1102. AFIKPO NORTH,2. Rural,936,110128,3,,2. NO,,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110132,1,8,1. YES,1. HEAD,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110132,2,,2. NO,,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110136,1,,2. NO,,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110138,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110138,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1101. ABAKALIKI,2. Rural,154,110138,3,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,914,119001,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,914,119010,1,3,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,914,119010,2,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,1610,119013,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,1610,119013,2,,2. NO,,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,1610,119016,1,101,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1104. EBONYI,2. Rural,1610,119016,2,,2. NO,,
4. South East,11. Ebonyi,1106. EZZA SOUTH,2. Rural,1366,119038,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1106. EZZA SOUTH,2. Rural,1366,119045,1,2,1. YES,1. HEAD,
4. South East,11. Ebonyi,1106. EZZA SOUTH,2. Rural,1366,119045,2,3,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1106. EZZA SOUTH,2. Rural,1366,119046,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1106. EZZA SOUTH,2. Rural,1366,119046,2,2,1. YES,3. OWN CHILD,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119049,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119049,2,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119049,3,2,1. YES,2. SPOUSE,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119049,4,,2. NO,,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119052,1,1,1. YES,1. HEAD,
4. South East,11. Ebonyi,1109. IVO,2. Rural,1556,119052,2,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120002,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120002,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120002,3,6,1. YES,3. OWN CHILD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120003,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120003,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120003,3,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120003,4,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120004,1,4,1. YES,3. OWN CHILD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120004,2,3,1. YES,3. OWN CHILD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120004,3,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120010,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120010,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,2856,120010,3,,2. NO,,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,526,120045,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,526,120045,2,7,1. YES,3. OWN CHILD,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,526,120045,3,,2. NO,,
5. South South,12. Edo,1216. OWAN EAST,2. Rural,0,120060,1,101,1. YES,3. OWN CHILD,
5. South South,12. Edo,1216. OWAN EAST,2. Rural,0,120060,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1216. OWAN EAST,2. Rural,0,120060,3,,2. NO,,
5. South South,12. Edo,1214. OVIA NORTH EAST,2. Rural,452,120094,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1214. OVIA NORTH EAST,2. Rural,452,120094,2,,2. NO,,
5. South South,12. Edo,1214. OVIA NORTH EAST,2. Rural,452,120094,3,4,1. YES,3. OWN CHILD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129001,1,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129001,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129001,3,1,1. YES,1. HEAD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129001,4,,2. NO,,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129003,1,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129003,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129003,3,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129003,4,,2. NO,,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129006,1,6,1. YES,3. OWN CHILD,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129006,2,,2. NO,,
5. South South,12. Edo,1201. AKOKO EDO,2. Rural,320,129006,3,6,1. YES,3. OWN CHILD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129016,1,,2. NO,,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129016,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129016,3,5,1. YES,3. OWN CHILD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129017,1,2,1. YES,1. HEAD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129017,2,2,1. YES,1. HEAD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129017,3,1,1. YES,2. SPOUSE,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129017,4,,2. NO,,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129022,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129022,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1203. ESAN CENTRAL,1. Urban,334,129022,3,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129026,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129026,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129026,3,,2. NO,,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129027,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129027,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129027,3,3,1. YES,3. OWN CHILD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129027,4,,2. NO,,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129031,1,9,1. YES,3. OWN CHILD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129031,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129031,3,,2. NO,,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129033,1,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129033,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129033,3,3,1. YES,3. OWN CHILD,
5. South South,12. Edo,1207. ETSAKO CENTRAL,1. Urban,144,129033,4,,2. NO,,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129054,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129054,2,6,1. YES,2. SPOUSE,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129054,3,,2. NO,,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129055,1,2,1. YES,1. HEAD,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129055,2,,2. NO,,
5. South South,12. Edo,1208. ETSAKO EAST,2. Rural,630,129055,3,3,1. YES,7. BROTHER/SISTER,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129062,1,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129062,2,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129062,3,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129063,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129063,2,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129067,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129067,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129068,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129068,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,226,129068,3,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129073,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129073,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129073,3,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129076,1,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129077,1,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129077,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129077,3,,2. NO,,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129084,1,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1209. ETSAKO WEST,1. Urban,566,129084,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129087,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129087,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129087,3,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129088,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129088,2,4,1. YES,3. OWN CHILD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129088,3,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129090,1,3,1. YES,3. OWN CHILD,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129090,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129090,3,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129095,1,,2. NO,,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129095,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1211. IKPOOBA OKHA,1. Urban,446,129095,3,1,1. YES,1. HEAD,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129111,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129111,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129111,3,,2. NO,,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129112,1,1,1. YES,1. HEAD,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129112,2,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129112,3,,2. NO,,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129116,1,2,1. YES,2. SPOUSE,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129116,2,1,1. YES,1. HEAD,
5. South South,12. Edo,1212. OREDO,1. Urban,2598,129116,3,,2. NO,,
5. South South,12. Edo,1215. OVIA SOUTH WEST,2. Rural,810,129122,1,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1215. OVIA SOUTH WEST,2. Rural,810,129122,2,2,1. YES,3. OWN CHILD,
5. South South,12. Edo,1215. OVIA SOUTH WEST,2. Rural,810,129122,3,3,1. YES,3. OWN CHILD,
