zone,state,lga,sector,ea,hhid,baseline_date,interviewer_id,wt_round2,s2q0a,s2q0b,s5q1e,s5q1f,s5q1f_os,s5q1a,s5q1a1,s5q1a1_os,s5q1b,s5q1b1,s5q1b1_os,s5q1c,s5q1d,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q6,s5q7__1,s5q7__2,s5q7__3,s5q7__4,s5q7__5,s5q7__6,s5q7__7,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8d__1,s6q8d__2,s6q8d__3,s6q8d__4,s6q8e,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q12,s6q13,s6q14,s6q14_os,s6q15__1,s6q15__2,s6q15__3,s6q15__4,s6q15__5,s6q15__6,s6q15__96,s6q15_os,s6q15a,s6q15b__1,s6q15b__2,s6q15b__3,s6q15b__4,s6q15b__5,s6q15b__6,s6q15b__96,s6q15b_os,s6q16,s6q17,s6q18_1,s6q18_2,s6q18_3,s6q18_os,s6q19,s6q20__1,s6q20__2,s6q20__3,s6q20__4,s6q20__5,s6q20__6,s6q20__7,s6q20__96,s6q20_os,s6q21a__1,s6q21a__2,s6q21a__3,s6q21a__4,s6q21a__5,s6q21a__6,s6q21a__7,s6q21a__8,s6q21a__96,s6q21a_os,s6q21b__1,s6q21b__2,s6q21b__3,s6q21b__4,s6q21b__5,s6q21b__6,s6q21b__7,s6q21b__8,s6q21b__96,s6q21b_os,s6q22__1,s6q22__2,s6q22__3,s6q22__4,s6q22__5,s6q22__6,s6q22__96,s6q22_os,s6q23,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10a,s12q10_os,s12q11,s12q14
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159073,May 03,12,5761.225583285075,1. YES,2. NO,"1. YES, AT LEAST ONCE",1. WATER SUPPLY NO LONGER AVAILABLE,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,1,1,1,0,1,ISLAMIC CLASSES,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,3. Permanently closed,7. ILL WITH ANOTHER DISEASE,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,,,,,,,,,,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1100. MILLET/MAIWA,1080. MAIZE,1070. GUINEA CORN (SORGHUM),,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,,,,,,,,,,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,1. YES,,0,2020-06-03T20:25:55
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159074,April 25,21,4968.04429636239,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,1,0,0,1,0,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),1. YES,,,,11,1. More hours,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,,,,,2. NFE WAS OPERATING AT BASELINE,,1. Open,,,"2. MINING, MANUFACTURING",1. Higher,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,2. NO,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1100. MILLET/MAIWA,1010. BEANS/COWPEA,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,1,0,,0,0,0,0,1,0,0,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,2. NO,,0,2020-06-12T16:37:30
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159076,April 22,21,5229.928159632258,2. NO,1. YES,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. WORKING AT BASELINE,2. NO,1. YES,1. WITHIN ONE WEEK,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,1. YES,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1070. GUINEA CORN (SORGHUM),1080. MAIZE,,,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,2. NO,,0,2020-06-09T11:29:32
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159078,May 06,12,4582.023295061027,2. NO,2. NO,"1. YES, AT LEAST ONCE",3. UNABLE TO ACCESS COMMUNAL SOURCES,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,0,0,0,0,0,0,1,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),1. YES,,,,60,3. Fewer hours,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1100. MILLET/MAIWA,1110. RICE,1070. GUINEA CORN (SORGHUM),,1. YES,0,0,0,0,0,1,0,1,PLANTED RICE BECAUSE OF LACK OF FERTILIZER,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,0,0,0,0,0,0,1,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,0,2020-06-13T16:53:20
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159082,May 02,21,4920.762625720725,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,96. OTHER (SPECIFY),MY KIND OF BUSINESS NOW EVERY BODY IS GET FIRE WOOD FREE GROM THE BUSH THAT IS WHY THERE IS NO MORE GAIN AS BEFORE,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,1. YES,,1100. MILLET/MAIWA,1110. RICE,1010. BEANS/COWPEA,,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,2. NO,,0,2020-06-04T11:38:37
2. North East,15. Gombe,1509. NAFADA,2. Rural,388,159083,May 11,19,11826.75761389581,2. NO,2. NO,"1. YES, AT LEAST ONCE",1. WATER SUPPLY NO LONGER AVAILABLE,,1. YES,,,2. NO,1. WATER SUPPLY NO LONGER AVAILABLE,,1. All of the time,1. All of the time,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,5. RESPONDENT WORKED IN NFE LAST WEEK BUT NFE WAS NOT OPERATING AT BASELINE,,1. Open,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,,1. YES,1,1,1,1,1,1,1,THEY USE SPECIAL WEARS FOR THEIR JOB NOW.,1. YES,,1080. MAIZE,1070. GUINEA CORN (SORGHUM),1110. RICE,,1. YES,0,1,0,1,1,0,1,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,0,0,0,1,1,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,0,2020-06-10T13:20:14
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159086,April 27,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-06-16T14:24:04
2. North East,15. Gombe,1510. SHONGOM,2. Rural,838,159093,April 24,21,19151.774008738284,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,2. NO,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,2. NO,,,,,,,,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1100. MILLET/MAIWA,1080. MAIZE,1060. GROUND NUT/PEANUTS,,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,0,0,0,1,0,0,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,0,1,1,1,1. COMPLETE,102,3. HAUSA,2. NO,,0,2020-06-10T12:09:48
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159096,April 21,13,7259.132680347076,2. NO,2. NO,"1. YES, AT LEAST ONCE",96. OTHER (SPECIFY),"THERE WAS A DAY, THE WELL HAD PROBLEM",1. YES,,,1. YES,,,5. None of the time,1. All of the time,1. YES,1. YES,,,1. YES,1. YES,1,0,0,1,1,1,1,0,,1. YES,1,1,1,1,1,0,0,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,3. Permanently closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,,,,,,,,,,,,,,,,,,1. YES,,1080. MAIZE,1110. RICE,2220. SOYA BEANS,,1. YES,0,1,0,0,0,0,0,1,LACK OF MONEY AND LACK OF FERTILIZER,1,1,1,1,1,1,0,1,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,0,0,0,1,0,1,0,0,0,1,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,0,2020-06-05T19:23:20
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159097,April 30,19,9297.03006242283,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,3. About half of the time,5. None of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,1. YES,2. WITHIN ONE MONTH,13. ROTATION OF PERSONEL DUE TO CORONAVIRUS (MY TURN IS NEXT WEEK),,,,,,,,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),2. NO,3. No payment,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,1080. MAIZE,1070. GUINEA CORN (SORGHUM),9999. OTHER CROP (SPECIFY),BORKONO,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,,,,,,,,,,2. NO,2. NO,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,2,2020-06-02T11:59:33
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159098,May 03,21,11689.20914590113,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,3. About half of the time,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,0,1,1,0,,1. YES,0,0,0,0,0,1,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,2. NO,1. YES,1. WITHIN ONE WEEK,5. VACATION,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,,1070. GUINEA CORN (SORGHUM),1080. MAIZE,1060. GROUND NUT/PEANUTS,,1. YES,0,1,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,0,0,0,0,0,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,2. NO,,0,2020-06-10T11:05:31
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159101,April 23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-06-16T22:28:05
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159102,May 08,4,15050.389931631982,1. YES,1. YES,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,,,,,,,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,1. YES,,1110. RICE,1080. MAIZE,1070. GUINEA CORN (SORGHUM),,1. YES,0,1,0,1,0,1,1,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,0,0,0,1,0,1,1,DALILIN CUTAR CORONA VIRUS NA RASHIN FITA,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,1. YES,,0,2020-06-03T15:30:41
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159105,May 02,4,7727.387149988371,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,1. All of the time,1. All of the time,1. YES,2. NO,1. LACK OF MONEY,,1. YES,1. YES,1,1,1,1,1,1,0,0,,1. YES,1,1,1,1,1,1,0,2. WORKING AT BASELINE,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,1. YES,101,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,WE ALWAYS FACE DISPLACEMENT FROM THE MARKET  (WASAR DA MU A KASUWA),1. YES,1,1,1,1,1,1,0,,1. YES,,1080. MAIZE,1110. RICE,9999. OTHER CROP (SPECIFY),PEPPER,1. YES,0,0,1,1,0,1,0,0,,1,1,1,1,1,1,1,1,0,,,,,,,,,,,,0,0,0,0,1,1,0,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,0,2020-06-04T15:47:24
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1498,159107,April 27,13,13732.612392905121,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,1. YES,1,0,0,1,0,0,1,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,1. YES,,,,,,,,,,,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,1110. RICE,1010. BEANS/COWPEA,,1. YES,0,1,0,0,0,0,1,0,,1,1,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,1. YES,,1,2020-06-15T08:18:25
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160001,April 22,6,6504.1357734406,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,1. All of the time,1. All of the time,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-06-05T15:28:46
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160002,May 04,6,7475.646948597479,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,2. NO,,,,2. NO,,,,,,,,,,,,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,1. YES,,,,,,,,,,,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1. YES,2. NO,2. NO,2. NO,1. YES,2. NO,,1. YES,1,1,1,1,1,0,0,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-13T11:21:16
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160003,May 03,2,6540.3809631696195,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,2. Most of the time,4. Some of the time,2. NO,,,,1. YES,1. YES,1,0,0,0,1,1,0,0,,1. YES,0,0,0,0,1,0,0,1. WORKING BEFORE MID-MARCH BUT NOT AT BASELINE,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,,,,,,,,,,,2. NO,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,,,,,,,,,1. YES,,1020. CASSAVA,9999. OTHER CROP (SPECIFY),1080. MAIZE,pumpkin,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-04T15:53:38
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160004,April 28,6,7436.743856355835,2. NO,2. NO,"1. YES, AT LEAST ONCE",2. WATER SUPPLY REDUCED,,2. NO,7. CANNOT AFFORD IT,,1. YES,,,4. Some of the time,4. Some of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,2. NO,,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-06-12T15:23:10
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160005,April 25,6,5140.919601136526,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,4. Some of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,1. YES,4,,,,3. NFE WAS NOT OPERATING BEFORE MID-MARCH NOR AT BASELINE,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,0,0,1,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-16T19:20:55
4. South East,16. Imo,1626. OWERRI NORTH,2. Rural,1546,160006,May 06,6,7022.800212768539,2. NO,2. NO,"2. NO, ALWAYS SUFFICIENT",,,1. YES,,,1. YES,,,2. Most of the time,1. All of the time,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,3. NOT WORKING BEFORE MID-MARCH NOR AT BASELINE,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,,,2. NO,,,,,1. NFE OPERATING BEFORE MID-MARCH BUT NOT AT BASELINE,,1. Open,,,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,1. YES,1. YES,2. NO,2. NO,1. YES,2. NO,,2. NO,,,,,,,,,1. YES,,1080. MAIZE,9999. OTHER CROP (SPECIFY),,vegetables,3. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1,0,0,0,0,0,0,0,0,1,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-06-04T15:32:36
