zone,state,lga,sector,ea,hhid,source_cd,s7q1
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,8. PENSION,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,4. REMITTANCES FROM ABROAD,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,8. PENSION,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,4. REMITTANCES FROM ABROAD,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,8. PENSION,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,4. REMITTANCES FROM ABROAD,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,8. PENSION,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,4. REMITTANCES FROM ABROAD,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,8. PENSION,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80092,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80092,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80092,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,805. BIU,2. Rural,46,80092,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80092,8. PENSION,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80095,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80095,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80095,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,805. BIU,2. Rural,46,80095,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,8. Borno,805. BIU,2. Rural,46,80095,8. PENSION,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80100,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80100,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80100,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,805. BIU,2. Rural,46,80100,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,805. BIU,2. Rural,46,80100,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80104,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80104,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80104,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80104,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,8. Borno,827. SHANI,2. Rural,804,80104,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80107,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80107,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80107,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80107,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80107,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80108,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80108,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80108,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80108,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80108,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,8. PENSION,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,8. PENSION,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,4. REMITTANCES FROM ABROAD,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,1. YES
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,8. PENSION,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,8. PENSION,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,8. PENSION,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,8. PENSION,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,8. PENSION,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,8. PENSION,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,8. PENSION,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,8. PENSION,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,8. PENSION,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,8. PENSION,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,8. PENSION,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,8. PENSION,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,8. PENSION,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,8. PENSION,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",1. YES
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,8. PENSION,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,8. PENSION,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99032,4. REMITTANCES FROM ABROAD,2. NO
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99032,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,2. NO
