zone,state,lga,sector,ea,hhid,interviewer_id,wt_round5,wt_r5panel,s2q0a,s2q0b,filter1,s5cq1,s5cq2__1,s5cq2__2,s5cq2__14,s5cq2__3,s5cq2__4,s5cq2__5,s5cq2__6,s5cq2__7,s5cq2__8,s5cq2__9,s5cq2__10,s5cq2__11,s5cq2__12,s5cq2__13,s5cq2__96,s5cq2_os,s5cq3,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s5cq5,filter2,s5cq6,s5cq7__1,s5cq7__2,s5cq7__3,s5cq7__4,s5cq7__5,s5cq7__6,s5cq7__7,s5cq7__96,s5cq7_os,s5cq8,s5cq9__1,s5cq9__2,s5cq9__3,s5cq9__4,s5cq9__5,s5cq9__6,s5cq9__7,emp_case,emp_respondent,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq12,s6aq10,crop_filter2,s6aq11,livest_filter3,s6bq1,s6bq6a,s6bq6,livest_filter4,s6bq7,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
2. North East,8. Borno,827. SHANI,2. Rural,804,80109,13,10504.960194128258,10714.609175599116,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,301,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,7,10,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,5. Much lower,1. YES,,1. YES,5. Much lower,1. YES,,1. YES,,1. YES,4. Lower,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,301,3. HAUSA,,1. YES,0,2020-09-17T12:53:54
2. North East,8. Borno,827. SHANI,2. Rural,804,80110,4,6713.393291859723,6755.727772248697,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,0,1,0,,1. YES,0,0,0,0,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",40,40,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,4. CAN'T GET INPUTS,,2. NO,,,,,,1. YES,,3. The same,1. YES,,1. YES,4. Lower,1. YES,,1. YES,,1. YES,2. Higher,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-09-15T11:00:06
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89006,13,5372.804425498118,,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,3,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,21,21,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,1. YES,,1. YES,4. Lower,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,,1. YES,0,2020-09-11T15:43:29
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89009,4,3836.232098552195,3901.619979733745,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,4,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,10,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,1. YES,1. Open,,,,"OFF LOADING OF GOODS BUSINESS, MECHANIC BUSINESS, MAKING AND SELLING OF SOAP","5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,2. Higher,1. YES,,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,4,3. HAUSA,,1. YES,0,2020-09-07T11:26:51
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,12,89010,21,3624.2627660021753,3564.971044957522,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,84,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,2. NO,,1. YES,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-11T08:46:13
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89015,19,69106.8162293516,71308.91705742512,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,2,998. DON'T KNOW,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,2. Higher,2. NO,,1. YES,,1. YES,,2. NO,,1. YES,,0,0,0,0,0,1,0,1,0,1,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-13T08:22:23
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89017,1,62426.46468954815,60837.9256703929,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,1,1,1,1,0,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,77,77,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,2. NO,,1. YES,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-13T21:09:42
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89020,1,56252.0375125873,57432.42594986586,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,1,1,0,0,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 4,,3. Permanently closed,4. CAN'T GET INPUTS,,1. YES,food,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,2. Higher,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-11T10:03:43
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89021,12,56177.61042474047,56520.50315492276,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",25,15,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,1. YES,,98. DON'T KNOW,1. YES,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-11T07:23:12
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1628,89028,12,51091.37229723837,51791.9247750748,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,32,40,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,1. YES,MAKES AND SELLS CAPS FOR MEN,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,5. Much lower,2. NO,,2. NO,,1. YES,,2. NO,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-09-07T09:31:11
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90002,17,82982.31681834366,,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",4. As an employee for a private company or another individual (not household member),,27,27,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,1. YES,1. Open,,,,Buying and Selling FoodStuff,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,,,,3. NO PREVIOUS RESPONSE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,1,0,0,1,0,0,1,0,0,0,1,1. COMPLETE,1,2. PIDGIN,,2. NO,0,2020-09-10T18:55:27
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,278,90003,18,45837.44111029663,55170.825843744686,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NO CHILD CURRENTLY IN SCHOOL,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,3,2. NO,2. NO,,,,,,1. YES,"8. CHECK AT FACTORIES, WORK SITES",,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,6. IBIBIO,,,0,2020-09-08T11:59:07
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90025,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-09-20T19:15:30
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90028,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5. NOBODY ANSWERING,,,,,,2020-09-20T20:12:16
5. South South,9. Cross River,915. ODUKPANI,1. Urban,1390,90029,18,14515.325787856218,15896.21231751403,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,4. CONSTRUCTION,1. In your own non-farm business,,18,18,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,2. NO,,1. YES,,1. YES,,2. NO,,1. YES,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-10T18:20:05
5. South South,9. Cross River,918. YALLA,2. Rural,834,90091,18,12613.460535586928,,2. NO,2. NO,1. YES,1. YES,,,,,,,,,,,,,,,,,,0,0,1,1,1,1,1,1,0,0,1,0,0,3. Satisfied,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,6,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",10,15,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,2. Higher,1. YES,,1. YES,1. Much higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,6,1. ENGLISH,,,0,2020-09-11T08:29:51
5. South South,9. Cross River,918. YALLA,2. Rural,834,90093,18,10378.017840982604,12281.15450333395,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,6,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),NO CUSTOMERS,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",,,,,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,4. Lower,2. NO,,2. NO,,1. YES,,2. NO,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,6,2. PIDGIN,,2. NO,1,2020-09-10T15:00:17
5. South South,9. Cross River,918. YALLA,2. Rural,834,90100,18,5707.8024663164,5365.645185630235,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",24,42,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,1. YES,,2. Higher,1. YES,,1. YES,98. DON'T KNOW,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,2. PIDGIN,,2. NO,0,2020-09-10T16:25:40
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99005,18,60352.243932386875,77708.16024356763,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,0,0,0,1,1,0,,2. NO,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,6,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,,24,40,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,4. Lower,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,6,1. ENGLISH,,,0,2020-09-08T12:42:12
5. South South,9. Cross River,905. BEKWARRA,2. Rural,2128,99006,18,31684.847943554076,32713.548774615025,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,83,83,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,96. OTHER (SPECIFY),HIGH COST OF BUYING FOOD STUFFS,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-09-08T13:37:39
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99016,18,8137.946725178248,8821.231163843342,1. YES,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,1,0,1,0,1,1,1,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,18,30,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,96. OTHER (SPECIFY),LACK OF MONEY,1. YES,TRUCK REPAIRER,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,98. DON'T KNOW,2. NO,,1. YES,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,1,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-20T19:38:07
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99020,18,10409.523316820829,13050.58451550967,2. NO,1. YES,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,98. DON'T KNOW,8. SEASONAL WORKER,,,,,,,,,,4. CONSTRUCTION,,,,,2. NFE WAS OPERATING AT ROUND 4,,2. Temporarily closed,96. OTHER (SPECIFY),IT'S RAINING SEASON AND MOST PEOPLE HAD STOPPED BUILDING,1. YES,SELLING OF COOKED FOOD,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,1. YES,,3. The same,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-08T12:25:04
5. South South,9. Cross River,908. CALABAR MUNICIPAL,1. Urban,78,99021,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. REFUSED,,,,,,2020-09-20T19:20:14
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99026,21,15118.548663897667,16446.473500698015,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. In a non-farm business operated by a household member,,30,30,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-09-18T07:09:48
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99031,18,13469.660970829591,16617.373070662536,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,1. YES,,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",4. As an employee for a private company or another individual (not household member),,30,30,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,2. NO,,,,,4. NOT APPLICABLE,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-20T15:25:14
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99032,17,19615.865182067835,16602.339975031027,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,3,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",4,4,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,1. Much higher,1. YES,,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,1. ENGLISH,,,0,2020-09-10T14:02:01
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99033,18,16105.295410349283,16144.104507355756,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,2. NO,1. YES,5. ONCE RESTRICTIONS ARE LIFTED,1. BUSINESS / OFFICE CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 4,2. NO,,,,,,,,,,1. YES,,98. DON'T KNOW,2. NO,,2. NO,,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-21T19:54:33
5. South South,9. Cross River,909. CALABAR SOUTH,1. Urban,506,99035,18,13530.390441601354,,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 4 INTERVIEW,1,1. YES,,,,,,,,,,,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,44,998. DON'T KNOW,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,1. Higher than in July,,,2. NO,,,,,4. NOT APPLICABLE,,3. NO PREVIOUS RESPONSE,2. NO,,,3. NO PREVIOUS RESPONSE,,0,0,0,0,0,0,0,1,1,0,0,0,1. COMPLETE,1,6. IBIBIO,,,0,2020-09-20T19:16:52
5. South South,9. Cross River,910. ETUNG,2. Rural,370,99037,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-09-21T19:55:16
5. South South,9. Cross River,910. ETUNG,2. Rural,370,99040,16,10309.976237938525,,2. NO,2. NO,1. YES,2. NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1. YES,1. YES,0,0,0,0,1,0,0,0,,1. YES,0,0,0,1,0,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",20,20,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,2. The same as in July,,,3. NO PREVIOUS RESPONSE,1. YES,2. Higher,1. YES,1. YES,1. YES,2. Higher,2. NO,2. NO,,,3. NO PREVIOUS RESPONSE,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-09-13T14:17:30
5. South South,9. Cross River,910. ETUNG,2. Rural,370,99046,18,19824.784051265586,18068.904216749954,2. NO,2. NO,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 4 INTERVIEW,2,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,36,84,2. NFE WAS OPERATING AT ROUND 4,,1. Open,,,,,,3. Less than in July,96. OTHER (SPECIFY),INCREASE IN THE PRICE OF FUEL,1. YES,,4. Lower,2. NO,,2. NO,,1. YES,,2. NO,,2. NO,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-09-09T20:16:57
