zone,state,lga,sector,ea,hhid,interviewer_id,wt_round6,wt_r6panel,s2q0a,s2q0b,s3aq1,s3aq2,s3aq3,s3aq4,s3aq5,s3aq6__1,s3aq6__2,s3aq6__3,s3aq7,s3aq8__1,s3aq8__2,s3aq8__3,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q8b1,s6q8c1,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,filter,s5cq4__1,s5cq4__2,s5cq4__3,s5cq4__4,s5cq4__5,s5cq4__6,s5cq4__7,s5cq4__8,s5cq4__9,s5cq4__10,s5cq4__11,s5cq4__99,s5cq4__98,s9aq1,s9aq2,s9aq3__1,s9aq3__2,s9aq3__3,s9aq3__4,s9aq3__5,s9aq3__6,s9aq3__96,s9aq3_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,13,9941.926680418872,12218.94627155144,2. NO,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,70,70,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-10-16T07:08:16
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,21,30757.96957602721,31531.82943382936,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",6,20,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,0,1,1,0,0,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-16T20:57:25
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,1,25059.886907326316,25308.182730927238,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,24,24,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,1,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,2,2020-10-13T09:01:41
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,1,20553.068539083895,21332.37647404164,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,8. SEASONAL WORKER,,8. PUBLIC ADMINISTRATION,5. As an employee for the government,,40,40,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,0,1,1,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-10T12:05:27
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59162,13,59937.158715248836,60850.598927129235,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",30,36,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-12T20:30:49
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59163,21,19824.130853527717,20194.938678136597,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",28,28,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,1,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-15T14:50:26
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59164,4,17771.247017689675,17905.29041632084,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",18,54,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-11T22:05:25
2. North East,5. Bauchi,518. TORO,2. Rural,1788,59173,21,10466.396782663103,10994.914215524732,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,1,0,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,60,60,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,,,,1. YES,1,0,1,1,1,0,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-15T20:35:27
2. North East,5. Bauchi,518. TORO,2. Rural,1788,59174,1,22543.265660530236,22862.277087346727,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",35,35,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,1,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-11T14:41:02
2. North East,5. Bauchi,518. TORO,2. Rural,2802,59184,21,8387.42622126305,9083.689674105022,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",21,21,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,96. OTHER (SPECIFY),LACK OF MONEY,2. NO,,,,,,1. YES,0,0,0,0,0,0,0,0,0,0,0,1,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-09T10:01:12
2. North East,5. Bauchi,518. TORO,2. Rural,2802,59186,13,7462.7043370943065,7372.960198588068,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,84,84,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-10T07:01:01
2. North East,5. Bauchi,518. TORO,2. Rural,2802,59190,1,9794.77834745801,9833.427391269523,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",42,42,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,0,1,1,0,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,0,1,0,1,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-15T09:04:42
2. North East,5. Bauchi,518. TORO,2. Rural,2802,59192,21,8167.0204398302385,8413.005701990587,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",16,16,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,1,1,1,1,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-10-14T20:03:02
5. South South,6. Bayelsa,607. SOUTHERN IJAW,2. Rural,1892,60031,17,18268.872926793512,20364.450666481353,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,35,35,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,1,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-10-11T16:02:38
5. South South,6. Bayelsa,607. SOUTHERN IJAW,2. Rural,1892,60034,19,6739.747201489116,8388.109930963416,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,2. PREVIOUS BUSINESS / JOB CLOSED FOR ANOTHER REASON,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,998. DON'T KNOW,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,1. YES,1,1,1,1,0,0,1,1,1,1,1,0,0,1. YES,2. NO,0,1,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-10T10:41:58
5. South South,6. Bayelsa,607. SOUTHERN IJAW,2. Rural,1892,60038,18,12161.349740467724,16410.03097414303,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",15,15,2. NFE WAS OPERATING AT ROUND 5,,2. Temporarily closed,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,,,,,1. YES,1,1,1,1,0,0,1,0,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,1,2. PIDGIN,,2. NO,0,2020-10-09T19:01:34
5. South South,6. Bayelsa,607. SOUTHERN IJAW,2. Rural,1892,60040,11,8083.254283541098,8578.747071887257,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,1,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,2. WITHIN ONE MONTH,96. OTHER (SPECIFY),Flood,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-13T09:08:26
5. South South,6. Bayelsa,601. BRASS,2. Rural,640,60044,16,18671.45121209629,19956.28260315205,2. NO,2. NO,1. YES,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. In your own non-farm business,,49,49,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,1,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-10-13T10:39:46
5. South South,6. Bayelsa,601. BRASS,2. Rural,640,60045,17,25860.552261842524,33464.46746463935,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,1. In your own non-farm business,,3,998. DON'T KNOW,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,1,0,0,0,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,1. ENGLISH,,,0,2020-10-13T19:38:10
5. South South,6. Bayelsa,601. BRASS,2. Rural,640,60048,11,33136.498054520634,31115.36485906094,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,77,77,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,1,1,1,0,0,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1. COMPLETE,2,2. PIDGIN,,2. NO,0,2020-10-17T20:05:41
5. South South,3. Akwa Ibom,313. IKOT EKPENE,2. Rural,0,60054,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7. PHONE TURNED OFF,,,,,,2020-10-24T12:31:35
5. South South,6. Bayelsa,605. OGBIA,2. Rural,162,60055,18,7435.756353556762,7812.7378010093535,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,93,93,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,2. The same as in August,,,1. YES,1,1,1,1,1,0,1,1,0,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,1. COMPLETE,2,1. ENGLISH,,,0,2020-10-19T16:59:30
5. South South,6. Bayelsa,605. OGBIA,2. Rural,0,60056,17,10517.851986770715,9812.726551148962,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,0,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,,18,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,3. NOT SURE,0,0,0,0,0,0,1,,1,0,0,0,0,0,0,0,0,1,1,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-13T20:05:13
5. South South,6. Bayelsa,605. OGBIA,2. Rural,0,60058,6,5948.535405206087,6313.172751887478,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",5. As an employee for the government,,40,40,1. NFE TEMPORARILY CLOSED AT ROUND 5,,1. Open,,,,,,,,,1. YES,1,1,1,0,0,1,0,0,0,0,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-09T11:13:47
5. South South,6. Bayelsa,608. YENAGOA,1. Urban,0,60060,11,6464.532413069318,6985.07710686759,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1. YES,0,1,0,2. OTHER,1,1,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,4. As an employee for a private company or another individual (not household member),,40,40,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,2. NO,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,1,1,0,0,0,1. COMPLETE,5,1. ENGLISH,,,0,2020-10-17T10:16:45
1. North Central,25. Nasarawa,2508. LAFIA,1. Urban,0,69014,12,6749.564817481506,6502.00989528608,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4. As an employee for a private company or another individual (not household member),,77,77,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,4. CAN'T GET INPUTS,,1. YES,1,1,1,1,1,1,1,1,1,1,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,3,3. HAUSA,,1. YES,0,2020-10-11T10:22:00
5. South South,6. Bayelsa,604. NEMBE,1. Urban,858,69022,23,20326.95037502404,26669.232376671775,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,1. NO FACILITIES/BUSH OR FIELD,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,20,25,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,11. LACK OF CAPITAL OR LOSS OF WORKING CAPITAL,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T19:32:48
5. South South,6. Bayelsa,604. NEMBE,1. Urban,858,69023,16,11365.884979986244,13577.917841318163,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,40,40,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,1,1,1,1,0,0,1,1,0,0,0,0,0,1. YES,3. NOT SURE,0,0,0,0,0,1,0,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,2. PIDGIN,,2. NO,0,2020-10-11T16:39:45
5. South South,6. Bayelsa,606. SAGBAMA,2. Rural,790,69027,6,34701.72594656797,38446.79039767905,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,1. YES,1,0,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",42,90,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,101,1. ENGLISH,,,0,2020-10-19T21:10:30
5. South South,6. Bayelsa,606. SAGBAMA,2. Rural,790,69028,17,33017.12082590944,32108.341081652674,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1,1,0,1. NO FACILITIES/BUSH OR FIELD,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",45,998. DON'T KNOW,1. NFE TEMPORARILY CLOSED AT ROUND 5,,2. Temporarily closed,2. USUAL PLACE OF BUSINESS CLOSED FOR ANOTHER REASON,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,2. NO,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-23T19:08:22
5. South South,6. Bayelsa,606. SAGBAMA,2. Rural,790,69029,21,39274.326839437126,44597.43472238014,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,94,94,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,0,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-12T16:34:24
5. South South,6. Bayelsa,608. YENAGOA,2. Rural,1288,69038,21,109475.3,109475.3,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,1. YES,0,1,0,1. NO FACILITIES/BUSH OR FIELD,0,0,1,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",48,48,3. NFE WAS NOT OPERATING OR WAS PERMANENTLY CLOSED AT ROUND 5,2. NO,,,,,,,,,,1. YES,1,1,1,1,1,1,1,1,1,1,0,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-09T20:22:04
5. South South,6. Bayelsa,608. YENAGOA,2. Rural,1288,69040,2,78844.84475784376,81207.22127767079,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,0,1,0,2. OTHER,1,0,0,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 5 INTERVIEW,1. YES,,,,,,,,,,2. NO,13. FOCUS ON ANOTHER ACTIVITY,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",1. In your own non-farm business,,39,65,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,3. Less than in August,4. CAN'T GET INPUTS,,2. NO,,,,,,,,,,,,,,1. YES,1. YES,,,,,,,,,0,0,0,0,1,0,0,0,0,1,0,0,1. COMPLETE,1,2. PIDGIN,,1. YES,0,2020-10-17T13:44:35
5. South South,6. Bayelsa,608. YENAGOA,2. Rural,1288,69047,17,100084.49060824855,100840.86250479634,2. NO,2. NO,2. NO,2. NO,1. YES,2. NO,1. YES,1,0,0,2. OTHER,0,1,0,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 5 INTERVIEW,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),He said he was not chanced to go to his farm or work,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,2. NFE WAS OPERATING AT ROUND 5,,1. Open,,,,,,1. Higher than in August,,,1. YES,1,1,1,1,0,1,1,1,0,0,1,0,0,1. YES,1. YES,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-10-09T10:54:03
