zone,state,lga,sector,ea,hhid,indiv,s2q2,s2q3,s2q4,s2q4_os,s2q5,s2q6,s2q7a,s2q7,s2q7_os,s2q8,s2q8_os,s2q9,s2q9_os
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,3,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,5,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,6,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,7,2. NO,1. YES,,,2. FEMALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,8,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79073,401,1. YES,,,,2. FEMALE,16,1. YES,3. OWN CHILD,,12. CORONAVIRUS (COVID-19) RELATED,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,1,2. NO,1. YES,,,1. MALE,41,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,2,2. NO,1. YES,,,2. FEMALE,33,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,3,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,4,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,5,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,6,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,7,2. NO,1. YES,,,2. FEMALE,29,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,8,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,9,2. NO,1. YES,,,2. FEMALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79074,401,1. YES,,,,1. MALE,0,1. YES,3. OWN CHILD,,1. NEW BORN,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,1,2. NO,1. YES,,,1. MALE,54,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,2,2. NO,1. YES,,,2. FEMALE,39,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,3,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,4,2. NO,1. YES,,,1. MALE,22,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,5,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79075,6,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,1,2. NO,1. YES,,,1. MALE,61,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,2,2. NO,1. YES,,,2. FEMALE,41,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,3,2. NO,1. YES,,,2. FEMALE,40,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,4,2. NO,1. YES,,,2. FEMALE,35,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,6,2. NO,1. YES,,,1. MALE,20,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,7,2. NO,1. YES,,,1. MALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,8,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,9,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79080,10,2. NO,1. YES,,,2. FEMALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,1,2. NO,1. YES,,,1. MALE,51,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,5,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,6,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,7,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79081,301,2. NO,1. YES,,,1. MALE,6,1. YES,8. NIECE/NEPHEW,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79083,1,2. NO,1. YES,,,1. MALE,31,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79083,2,2. NO,1. YES,,,2. FEMALE,26,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79083,3,2. NO,1. YES,,,2. FEMALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79083,4,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,717. OJU,2. Rural,478,79083,5,2. NO,1. YES,,,1. MALE,9,1. YES,9. BROTHER/SISTER-IN-LAW,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,1,2. NO,1. YES,,,1. MALE,50,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,2,2. NO,1. YES,,,2. FEMALE,45,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,3,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,4,2. NO,1. YES,,,1. MALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,5,2. NO,1. YES,,,2. FEMALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,6,2. NO,1. YES,,,1. MALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,7,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,8,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,9,2. NO,1. YES,,,2. FEMALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79095,10,2. NO,1. YES,,,1. MALE,4,1. YES,6. GRANDCHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,1,2. NO,1. YES,,,1. MALE,71,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,2,2. NO,1. YES,,,2. FEMALE,41,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,3,2. NO,1. YES,,,1. MALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,4,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,5,2. NO,1. YES,,,2. FEMALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,6,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,7,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,8,2. NO,1. YES,,,2. FEMALE,42,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,9,2. NO,1. YES,,,2. FEMALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,10,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,11,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,12,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,13,2. NO,1. YES,,,1. MALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,14,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,15,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,16,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,17,2. NO,1. YES,,,2. FEMALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,504,79096,18,2. NO,1. YES,,,1. MALE,29,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,1,2. NO,1. YES,,,1. MALE,43,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,2,2. NO,1. YES,,,2. FEMALE,33,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,3,2. NO,1. YES,,,1. MALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,4,2. NO,1. YES,,,2. FEMALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,5,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79097,6,2. NO,1. YES,,,2. FEMALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,1,2. NO,1. YES,,,2. FEMALE,61,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,2,2. NO,2. NO,14. DEAD,,,,1. YES,,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,3,2. NO,1. YES,,,2. FEMALE,22,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,4,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,5,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,6,2. NO,1. YES,,,1. MALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,7,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,8,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,101,2. NO,1. YES,,,2. FEMALE,34,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,102,2. NO,1. YES,,,1. MALE,38,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,103,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79099,104,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,3,2. NO,1. YES,,,2. FEMALE,41,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,6,2. NO,1. YES,,,2. FEMALE,22,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,9,2. NO,1. YES,,,2. FEMALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,11,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,12,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,718. OKPOKWU,2. Rural,1228,79108,13,2. NO,1. YES,,,1. MALE,8,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,1,2. NO,1. YES,,,1. MALE,70,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,2,2. NO,1. YES,,,2. FEMALE,66,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,5,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,6,2. NO,1. YES,,,2. FEMALE,19,1. YES,6. GRANDCHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,7,2. NO,1. YES,,,1. MALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,8,2. NO,1. YES,,,1. MALE,15,1. YES,6. GRANDCHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,9,2. NO,1. YES,,,1. MALE,13,1. YES,6. GRANDCHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,11,2. NO,1. YES,,,1. MALE,9,1. YES,6. GRANDCHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,13,2. NO,1. YES,,,2. FEMALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79110,101,2. NO,1. YES,,,1. MALE,36,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,1,2. NO,1. YES,,,1. MALE,43,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,2,2. NO,1. YES,,,2. FEMALE,36,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,3,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,4,2. NO,1. YES,,,1. MALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,5,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,6,2. NO,1. YES,,,2. FEMALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,7,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,8,2. NO,1. YES,,,1. MALE,5,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,9,2. NO,1. YES,,,1. MALE,4,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,10,2. NO,1. YES,,,1. MALE,2,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,1,2. NO,1. YES,,,1. MALE,86,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,3,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,4,2. NO,1. YES,,,2. FEMALE,41,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,5,2. NO,1. YES,,,1. MALE,31,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,6,2. NO,1. YES,,,2. FEMALE,29,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,7,2. NO,1. YES,,,2. FEMALE,26,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,11,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,12,2. NO,1. YES,,,1. MALE,31,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,13,2. NO,1. YES,,,2. FEMALE,19,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,14,2. NO,1. YES,,,1. MALE,28,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,17,2. NO,1. YES,,,1. MALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,18,2. NO,1. YES,,,2. FEMALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,19,2. NO,1. YES,,,2. FEMALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,401,1. YES,,,,2. FEMALE,0,1. YES,6. GRANDCHILD,,1. NEW BORN,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,1,2. NO,1. YES,,,1. MALE,65,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,2,2. NO,1. YES,,,2. FEMALE,51,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,3,2. NO,1. YES,,,1. MALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,4,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,6,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,7,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,8,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,9,2. NO,1. YES,,,2. FEMALE,21,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,11,2. NO,1. YES,,,1. MALE,28,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,12,2. NO,1. YES,,,1. MALE,25,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,13,2. NO,1. YES,,,1. MALE,18,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,1,2. NO,1. YES,,,1. MALE,51,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,3,2. NO,1. YES,,,2. FEMALE,17,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,4,2. NO,1. YES,,,1. MALE,12,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,5,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,6,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,7,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,401,1. YES,,,,1. MALE,21,1. YES,8. NIECE/NEPHEW,,7. MOVED IN WITH PARENT OR RELATIVE,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,1,2. NO,1. YES,,,1. MALE,36,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,8,2. NO,1. YES,,,1. MALE,63,1. YES,10. PARENT,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,9,2. NO,1. YES,,,2. FEMALE,51,1. YES,10. PARENT,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,101,2. NO,1. YES,,,2. FEMALE,28,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,102,2. NO,1. YES,,,2. FEMALE,14,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,103,2. NO,1. YES,,,2. FEMALE,11,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,104,2. NO,1. YES,,,1. MALE,9,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,105,2. NO,1. YES,,,1. MALE,7,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,106,2. NO,1. YES,,,1. MALE,3,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,1,2. NO,1. YES,,,1. MALE,51,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,2,2. NO,1. YES,,,2. FEMALE,49,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,3,2. NO,1. YES,,,2. FEMALE,24,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,4,2. NO,1. YES,,,1. MALE,28,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,5,2. NO,1. YES,,,2. FEMALE,23,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,6,2. NO,1. YES,,,1. MALE,16,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,7,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,8,2. NO,1. YES,,,2. FEMALE,10,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,1,2. NO,1. YES,,,1. MALE,21,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,2,2. NO,1. YES,,,2. FEMALE,19,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,4,2. NO,1. YES,,,2. FEMALE,36,1. YES,10. PARENT,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,5,2. NO,1. YES,,,2. FEMALE,1,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,1,2. NO,1. YES,,,2. FEMALE,59,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,2,2. NO,1. YES,,,1. MALE,12,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,1,2. NO,1. YES,,,1. MALE,61,1. YES,1. HEAD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,2,2. NO,1. YES,,,2. FEMALE,46,1. YES,2. SPOUSE,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,3,2. NO,1. YES,,,1. MALE,26,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,4,2. NO,1. YES,,,2. FEMALE,15,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,201,2. NO,1. YES,,,2. FEMALE,0,1. YES,3. OWN CHILD,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,401,1. YES,,,,1. MALE,0,1. YES,6. GRANDCHILD,,1. NEW BORN,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,1,2. NO,1. YES,,,1. MALE,64,1. YES,1. HEAD,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,5,2. NO,1. YES,,,1. MALE,6,1. YES,3. OWN CHILD,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,6,2. NO,1. YES,,,2. FEMALE,36,1. YES,2. SPOUSE,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,7,2. NO,1. YES,,,2. FEMALE,13,1. YES,3. OWN CHILD,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,301,2. NO,1. YES,,,1. MALE,0,1. YES,3. OWN CHILD,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,1,2. NO,1. YES,,,1. MALE,44,1. YES,1. HEAD,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,2,2. NO,1. YES,,,2. FEMALE,39,1. YES,2. SPOUSE,,,,,
