zone,state,lga,sector,ea,hhid,interviewer_id,wt_round3,wt_r3panel,s2q0a,s2q0b,s5q1a4,s5q1b4,s5q1c4__1,s5q1c4__2,s5q1c4__3,s5q1c4__4,s5q1c4__5,s5q1c4__6,s5q1a5,s5q1b5,s5q1c5__1,s5q1c5__2,s5q1c5__3,s5q1c5__4,s5q1c5__5,s5q1c5__6,s5q1a6,s5q1b6,s5q1c6__1,s5q1c6__2,s5q1c6__3,s5q1c6__4,s5q1c6__5,s5q1c6__6,s5q1a7,s5q1b7,s5q1c7__1,s5q1c7__2,s5q1c7__3,s5q1c7__4,s5q1c7__5,s5q1c7__6,s5q1a8,s5q1b8,s5q1c8__1,s5q1c8__2,s5q1c8__3,s5q1c8__4,s5q1c8__5,s5q1c8__6,s5q1c,s5q1d,s5q1e,s5q2,s5q3,s5q4,s5q4_os,filter2,s5q3a,s5q3b,s5q3c__1,s5q3c__2,s5q3c__3,s5q3c__4,s5q3c__5,s5q3c__6,s5q3c__96,s5q3c_os,s5q3d,s5q3e,s5q3f__1,s5q3f__2,s5q3f__3,s5q3f__4,s5q3f__96,s5q3f_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q11,s5q12,s5q13__1,s5q13__2,s5q13__3,s5q13__4,s5q13__96,s5q13_os,s5q13a,s5q13b__1,s5q13b__2,s5q13b__3,s5q13b__96,s5q13b_os,s5q14,s5q15,s5q16,s5q17__1,s5q17__2,s5q17__3,s5aq1,s5aq2,s5aq2_os,s5aq3__1,s5aq3__2,s5aq3__3,s5aq3__4,s5aq3__5,s5aq3__6,s5aq3__7,s5aq3__8,s5aq3__9,s5aq3__10,s5aq3__11,s5aq3__12,s5aq3__96,s5aq3_os,s5aq4,s5aq5,s5aq6a,s5aq6b,s5aq7__1,s5aq7__2,s5aq7__3,s5aq7__4,s5aq7__96,s5aq7_os,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q8f__1,s6q8f__2,s6q8f__3,s6q8f__4,s6q8f__5,s6q8f__6,s6q8f__7,s6q8f__8,s6q8f__96,s6q8f_os,s6q8g,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q10_7,s6q10_8,s6q10_9,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11c,s6q12,s6q13,s6q14,s6q14_os,s6q15a,s6q15b,s6q16a,s6aq1,s6aq1b,s6q2a,s6q2b,s6q2c,s6q2d,s6q2e,s6aq3a,s6aq4__1,s6aq4__2,s6aq4__3,s6aq4__4,s6aq4__5,s6aq4__6,s6aq4__96,s6aq4_os,s6aq3b,s6aq5__1,s6aq5__2,s6aq5__3,s6aq5__4,s6aq5__5,s6aq5__6,s6aq5__96,s6aq5_os,s6aq3c,s6aq6__1,s6aq6__2,s6aq6__3,s6aq6__4,s6aq6__5,s6aq6__6,s6aq6__96,s6aq6_os,s6aq3d,s6aq7__1,s6aq7__2,s6aq7__3,s6aq7__4,s6aq7__5,s6aq7__96,s6aq7_os,s6aq3e,s6aq8__1,s6aq8__2,s6aq8__3,s6aq8__4,s6aq8__5,s6aq8__96,s6aq8_os,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,filter,s12q4a,s12q4b,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150016,21,2081.808456475939,2135.468471169883,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,2. TWO,1. YES,1. YES,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),LACK OF RAIN FALL,,,,,,,,,8. PUBLIC ADMINISTRATION,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,2. NO,,,,,,,,,,,1. YES,,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,2. NO,0,2020-07-07T10:06:46
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150018,4,1807.2326439150813,1844.1839971927095,2. NO,2. NO,1. YES,2. NO,0,0,1,1,0,1,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,1,0,0,0,1,1,1. YES,1. YES,,,,,,,3. About half of the time,3. About half of the time,1. ONE,1. YES,2. NO,1. LACK OF MONEY,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,1,0,1,1,1,1,0,0,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,2. WITHIN ONE MONTH,,2. NO,1,1,1,1,0,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,2. NO,,,,,,,,,,,1. YES,,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,0,0,0,1,1,DON'T HAVE PLENTY ANIMALS TO PROVIDE ME WITH DUNG,2. NO,0,0,0,0,1,1,0,,2. NO,0,1,0,0,1,0,,2. NO,0,1,1,0,0,1,NO MONEY TO HIRE,0,0,0,0,0,0,0,1,0,0,1,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-07T13:40:58
2. North East,15. Gombe,1508. KWAMI,2. Rural,1682,150020,13,2382.9162083433766,2474.814914803458,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,4. Some of the time,4. Some of the time,1. ONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,BUYING AND SELLING OF GRAINS,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,2,1. YES,,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,1,0,0,0,0,,2. NO,0,0,0,0,0,1,0,,,,,,,,,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-09T16:58:59
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150021,12,25045.663611957327,26180.63028219524,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,0,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,5. FIVE OR MORE,2. NO,,,,1. YES,1. YES,2. NO,0,0,0,1,0,0,0,,2. NO,,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,0,1,0,0,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,3. OCCUPIED FREE OF CHARGE,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,SELLS GROUNDNUT,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,4,1. YES,,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,1,0,0,,1. YES,,,,,,,,,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,0,0,1,0,,2. NO,0,0,0,0,0,1,Not enough money to hire,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-10T15:52:40
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150027,12,11734.203623374873,11926.001367901623,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,0,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,4. Some of the time,1. All of the time,5. FIVE OR MORE,1. YES,1. YES,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,0,0,1,0,,1. YES,2. PERSONAL,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,BUY AND SELLS CHICKEN,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,2,1. YES,,1,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,0,0,0,0,1,0,0,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,1,2020-07-13T11:59:36
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150028,13,28326.639621830705,29550.783062895203,2. NO,1. YES,1. YES,2. NO,0,0,0,0,1,0,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. Most of the time,1. All of the time,2. TWO,1. YES,1. YES,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,0,0,0,0,1,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,1. YES,1. OFFICIAL/BUSINESS,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,BUYING AND SELLING VEGETABLES,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,2. NO,,1. YES,,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-07T15:06:30
2. North East,15. Gombe,1511. YAMALTU-DEBA,2. Rural,1938,150030,4,18708.197516333777,18831.537063892625,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,1,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,1. YES,2. NO,1,0,0,0,0,1,1. YES,1. YES,,,,,,,1. All of the time,2. Most of the time,1. ONE,1. YES,2. NO,1. LACK OF MONEY,,2. NO,,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,0,0,0,1,1,1,0,0,,1. YES,2. NO,1,0,0,0,1,PROBLEM OF BAD ROADS,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,MAKING AND SELLING MASA,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",4. No revenue from sales,3. NO COSTUMERS / FEWER CUSTOMERS,,2. NO,,"2. NO, MY HOUSEHOLD HAS A FARM BUT DID NOT WORK ON IT",1. YES,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,1,0,0,0,0,,2. NO,0,0,0,0,0,1,0,,2. NO,0,1,0,0,1,0,,2. NO,0,0,0,0,0,1,NO MONEY TO HIRE CATTLE TRACTION,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,2,3. HAUSA,,1. YES,5,2020-07-18T22:10:35
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150062,1,3094.1325336530977,3204.2268158195307,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,5. FIVE OR MORE,1. YES,1. YES,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,0,0,1,1,1,1,0,0,,2. NO,,,,,,,,,,,,,,1. YES,2. PERSONAL,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,1. YES,3. Permanently closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,buy and selling of goods,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,1. YES,,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,0,0,1,0,,2. NO,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-10T14:27:11
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150063,21,3748.7818738362807,3813.2841336323195,2. NO,2. NO,1. YES,1. YES,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. Most of the time,5. None of the time,1. ONE,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,0,0,0,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,1. YES,2. PERSONAL,1. PUBLIC/COMMERCIAL TRANSPORT,1,0,0,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,,,,8. PUBLIC ADMINISTRATION,5. As an employee for the government,1. YES,,,,9,3. Fewer hours,1,1,1,1,1,1,1,0,0,,5. Strongly follow,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,COMMERCIAL DRIVER,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",,,,2. NO,,1. YES,,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,2. NO,0,2020-07-11T09:03:03
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150065,12,6032.479848306521,6187.97107820046,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,1. YES,2. NO,0,0,0,0,1,1,1. YES,1. YES,,,,,,,1. All of the time,1. All of the time,1. ONE,2. NO,,,,1. YES,1. YES,1. YES,,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,0,0,1,0,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,9. SEASONAL CLOSURE,,SELLS SNACKS,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",,,,2. NO,,1. YES,,1,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,2. NO,0,0,0,0,0,1,0,,,,,,,,,,2. NO,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,2,3. HAUSA,,1. YES,0,2020-07-13T16:01:04
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150066,4,4083.451434310243,4139.722194724633,2. NO,2. NO,1. YES,2. NO,0,0,0,0,1,1,1. YES,2. NO,0,0,0,1,0,1,1. YES,2. NO,1,0,0,1,0,1,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,2. Most of the time,1. All of the time,2. TWO,1. YES,2. NO,1. LACK OF MONEY,,1. YES,1. YES,1. YES,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,1,1,0,1,1,1,0,0,,1. YES,2. NO,0,0,0,0,1,NO MONEY TO PAY THE MOTOR CIRCLE RIDER,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 2,2. NO,,,,,,,,,,,1. YES,,2,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,1. YES,,,,,,,,,2. NO,0,0,0,0,0,1,0,,2. NO,0,0,0,0,1,0,,2. NO,0,1,1,0,0,1,WE DON'T HAVE ANIMAL TRACTION,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,2,3. HAUSA,,1. YES,3,2020-07-07T20:40:19
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150069,1,4466.921923324454,4409.80774734018,2. NO,2. NO,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,2. NO,,,,,,,,1. All of the time,2. Most of the time,1. ONE,1. YES,1. YES,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,1,0,1,1,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,,5. As an employee for the government,1. YES,,,,40,2. Same number of hours,1,1,1,1,1,1,0,0,0,,4. Mostly follow,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,"buying and selling, e.g cow, goat","5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",1. Higher,,,1. YES,2,1. YES,,1,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,0,0,0,0,1,0,0,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-12T14:55:04
2. North East,15. Gombe,1503. BILLIRI,2. Rural,634,150070,21,3955.1469774879474,3895.5596996261684,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,1,1. YES,1. YES,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. All of the time,1. All of the time,1. ONE,1. YES,1. YES,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,1,1,1,1,0,0,0,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,2. NO,1. YES,98. DON'T KNOW,6. ILL / QUARANTINED,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 2,,1. Open,,,BUYING AND SELLINGOF GARI,"5. BUYING &amp; SELLING GOODS, REPAIR OF GOODS, HOTELS &amp; RESTAURANTS",3. Less,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,2. NO,,1. YES,,101,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,0,0,0,0,0,1,0,,,,,,,,,,,1. YES,,,,,,,,,2. NO,0,1,0,0,0,0,,1. YES,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,2. NO,1. AT THIS NUMBER,,1. COMPLETE,1,3. HAUSA,,2. NO,2,2020-07-06T15:56:53
1. North Central,25. Nasarawa,2504. KARU,1. Urban,0,150071,12,5443.6238708474775,5451.260616732898,2. NO,2. NO,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,2. Most of the time,1. All of the time,1. ONE,1. YES,1. YES,,,2. NO,,,,,,,,,,,2. NO,,,,,,,,1. YES,2. NO,,,,,,,,,,2. NO,,,,,,,,,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,2. RENTED,3. WITHIN THE NEXT 2 TO 3 MONTHS,,1. YES,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS LEGAL RESTRICTIONS,,TAILORING,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",,,,2. NO,,1. YES,,7,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,1,2. NO,2. AT A DIFFERENT NUMBER,2,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-13T16:36:23
2. North East,15. Gombe,1501. AKKO,2. Rural,0,150072,13,7786.41273531074,7694.915742828617,2. NO,2. NO,1. YES,2. NO,0,0,0,0,0,1,2. NO,,,,,,,,2. NO,,,,,,,,2. NO,,,,,,,,1. YES,1. YES,,,,,,,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,2. NO,,,,2. NO,,,,,,,,,,,1. YES,1. YES,,,,,,,1. YES,1. YES,0,0,1,0,1,1,0,0,,1. YES,1. YES,,,,,,,2. NO,,,,,,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,,,1. OWN,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 2 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,,,,,,,,,,,1. YES,2,,,,,,,,,4. RESPONDENT WORKED IN NFE LAST WEEK AND NFE WAS OPERATING AT ROUND 2,,1. Open,,,GRAIDING MACHINE,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2. The same,,,2. NO,,"3. NO, MY HOUSEHOLD DOESN'T HAVE A FARM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,1. YES,,,1. COMPLETE,1,3. HAUSA,,1. YES,0,2020-07-06T10:41:43
