zone,state,lga,sector,ea,hhid,indiv,wt_educ_r6,wt_educ_r6_pp_panel,wt_educ_r6_ph_panel,s5cq10,s5cq10a,s5cq11,s5cq12,s5cq12_os,s5cq12a,s5cq13a,s5cq13,s5cq13_os,s5cq14,s5cq14_os,s5cq15,s5cq16,s5cq17,s5cq17a,s5cq18,s5cq19,s5cq19_os,s5cq20,s5cq20_os,s5cq21
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59106,501,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59108,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59108,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59108,3,7443.112739099027,9771.140113710475,9110.596721348124,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,2. NURSERY 2,,6. PRIVATE,,1. YES
2. North East,5. Bauchi,509. GIADE,2. Rural,1064,59108,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,3,16303.909768441526,19298.57933729592,19264.257974220745,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,4,16303.909768441526,19298.57933729592,19264.257974220745,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,5,10535.873246660292,11832.571677048714,11791.770882325869,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59110,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,3,16303.909768441526,19298.57933729592,19264.257974220745,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,4,10535.873246660292,11832.571677048714,11791.770882325869,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,508. GANJUWA,2. Rural,2196,59111,501,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,5,5157.314008007797,5549.590818578221,5542.626565912505,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,6. PRIVATE,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,6,6492.582535568944,7685.127122645763,7671.459586106147,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,8,5529.103396835491,6569.70119524486,6478.740488801893,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,1. FEDERAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,9,4634.1379497804255,5042.795502520338,5046.163481742394,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,1. FEDERAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,10,6492.582535568944,7685.127122645763,7671.459586106147,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,1. FEDERAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59124,11,9576.50459947442,12571.805845357147,11721.933344853247,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,1. FEDERAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,3,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,4,5530.855733988882,5834.069038049771,5732.999282723879,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,14. PRIMARY 4,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,1. YES
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,5,7545.667954614512,8030.264663422363,8036.489602931866,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,6,10074.91633803676,13226.108836930556,12332.004495243635,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,2. NO,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,10,7545.667954614512,8030.264663422363,8036.489602931866,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,15. PRIMARY 5,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,2. NO,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,11,8538.112865126883,10106.376375891135,10088.40279312585,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,2. NO,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,12,5517.478702364975,6196.540210183141,6175.173446303914,1. YES,1. YES,2. NO,10. TOO YOUNG TO ATTEND,,,,,,,,,,,2. NO,2. NO,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,13,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,511. JAMA'ARE,2. Rural,796,59125,14,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,3,6709.807060649475,7301.505746031063,7306.382271289734,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,22. JS2,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,4,8307.959151307728,8841.51160628578,8848.365412135094,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,21. JS1,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,5,6709.807060649475,7301.505746031063,7306.382271289734,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,22. JS2,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,6,13865.901031483154,18202.822734331545,16972.28523926128,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59133,601,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,3,4019.0967686088725,4239.432222860804,4165.988049558995,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,16. PRIMARY 6,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,4,3484.991334273375,4193.776838368975,4171.696698618307,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,14. PRIMARY 4,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,5,4963.500139795976,5875.185927730288,5864.737262787886,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,13. PRIMARY 3,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,6,3207.5010887201356,3602.2630158846396,3589.841777470856,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,7,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59136,401,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,4,3551.3984054212456,3864.5754832060447,3867.1565535514515,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,24. SS1,,1. FEDERAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,5,4975.628156468216,5889.541594271471,5879.06739863922,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,6,4975.628156468216,5889.541594271471,5879.06739863922,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,2. STATE GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,7,3493.506702826667,4204.024082044379,4181.889990788628,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,1. FEDERAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,8,3215.338426402134,3611.064930800318,3598.6133418310133,1. YES,1. YES,2. NO,96. OTHER (SPECIFY),SHE IS SICK AT THE MOMENT AND IS YET TO RESUME,,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,1. FEDERAL GOVERNMENT,,2. NO
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,514. MISAU,2. Rural,1964,59143,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,3,6529.519651512193,6887.481840852765,6768.162700142148,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,15. PRIMARY 5,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59147,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,3,14819.334555252404,19454.467426063806,18139.31691541012,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,1. NURSERY 1,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,5,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,103,7054.282120025756,,,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,2. NURSERY 2,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,104,6492.589338056209,,,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,1. NURSERY 1,,2. STATE GOVERNMENT,,1. YES
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,105,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,106,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,201,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59149,202,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,3,5904.796299608335,8013.737437565053,7782.05970929036,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,23. JS3,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,4,4841.508907793541,5268.453293840819,5271.971985252589,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,22. JS2,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,5,4841.508907793541,5268.453293840819,5271.971985252589,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,12. PRIMARY 2,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,6,5994.666891770185,6379.655452574095,6384.6008648298875,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,11. PRIMARY 1,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,7,4383.3689876172375,4922.850391103016,4905.875534432739,1. YES,1. YES,2. NO,10. TOO YOUNG TO ATTEND,,,,,,,,,,,2. NO,2. NO,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,11,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59151,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59154,301,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,3,9097.702056230688,9681.973256697132,9689.478575684949,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,15. PRIMARY 5,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,4,15183.974069703869,19933.157446165787,18585.646788580572,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,1. NURSERY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,516. SHIRA,2. Rural,134,59156,101,10294.27844381775,,,1. YES,1. YES,1. YES,,,,2. 2020/21 SESSION,11. PRIMARY 1,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,1. YES,2. NO,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,3,22361.280467325698,26909.168805636633,26767.492643384314,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,13. PRIMARY 3,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,4,28146.137408372364,29953.734248809746,29976.95392980381,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,12. PRIMARY 2,,3. LOCAL GOVERNMENT,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,101,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,102,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,401,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,402,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59157,601,46975.62284734941,,,1. YES,1. YES,2. NO,12. DOMESTIC OBLIGATION,,,,,,,,,,,2. NO,2. NO,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,3,38273.131763322686,50244.0505953155,46847.47913691561,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,3. NURSERY 3,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,4,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59159,5,22931.911497156532,24404.641135544483,24423.559243625266,1. YES,1. YES,1. YES,,,,1. 2019/20 SESSION,15. PRIMARY 5,,6. PRIVATE,,"1. YES, EVERY DAY",,,2. NO,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,1,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,2,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,3,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,4,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,5,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,6,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,7,,,,1. YES,2. NO,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,8,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,9,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,10,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,11,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,12,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,13,37051.66072756767,50284.9320502661,48831.19103184402,1. YES,1. YES,2. NO,4. AWAITING ADMISSION,,,,,,,,,,,2. NO,1. YES,26. SS3,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,15,33809.45036846999,36381.072599943465,36335.417525521116,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,25. SS2,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,16,37615.58444672922,40031.32663581153,40062.358313749646,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,16. PRIMARY 6,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,17,22976.35808951835,24235.971029482804,23816.10564118187,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,15. PRIMARY 5,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,18,41853.35807660335,54944.085939680444,51229.785203585154,1. YES,1. YES,2. NO,1. SCHOOLS CLOSED DUE TO CORONAVIRUS,,1. YES,,,,,,,,,2. NO,1. YES,13. PRIMARY 3,,2. STATE GOVERNMENT,,2. NO
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,19,,,,2. NO,,,,,,,,,,,,,,,,,,,,
2. North East,5. Bauchi,517. TAFAWA BALEWA,2. Rural,1424,59160,20,,,,2. NO,,,,,,,,,,,,,,,,,,,,
