zone,state,lga,sector,ea,hhid,indiv,wt_employ_r5,wt_employ_r5_pp_panel,wt_employ_r5_ph_panel,respondent,s6q0a,s6q0c,s6q1_1,s6q1a_1,s6q1b_1,s6q1c_1,s6q1c_1_os,s6q1d_1,s6q3a_1,s6q3b_1,s6q3b_1_os,s6q6_1,s6q6a_1,s6q5a_1,s6q8b1_1,s6q8c1_1
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,1,27940.12984870977,33389.51243719353,31179.54923922889,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,2,31285.722743674323,33957.4953029343,32776.81472683409,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",4,4
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79111,3,27210.479793511797,33682.999761838626,31001.406456882167,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,12
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,1,,,,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",10,10
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,11,26519.40942306842,32827.54541852314,30214.057111813592,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",8,8
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,12,15187.505444575016,20726.260445112963,20412.61264541182,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",72,70
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,13,26519.40942306842,32827.54541852314,30214.057111813592,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",10,10
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,14,15187.505444575016,20726.260445112963,20412.61264541182,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",50,50
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,17,14230.509708398029,21221.64529118526,18932.06832584593,2. NO,2. NO,1,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",70,70
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79112,19,26519.40942306842,,30214.057111813592,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,1,,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,35
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,2,15862.641434352432,16058.980802893391,16090.39464582573,2. NO,2. NO,1,1. YES,,,,,,,,,5. As an employee for the government,,8. PUBLIC ADMINISTRATION,30,30
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,4,10123.882144446676,12532.036276022967,11534.327496731621,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,6,15844.93388564425,23629.20046250946,21079.875358540317,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,9,10123.882144446676,12532.036276022967,11534.327496731621,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",21,21
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,11,16910.498962320256,23077.61515075261,22728.384606557167,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",7,40
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79113,12,16910.498962320256,23077.61515075261,22728.384606557167,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",48,48
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,1,16698.688671189626,18133.214701061257,17884.10288367378,2. NO,1. YES,,2. NO,1. YES,2. WITHIN ONE MONTH,6. ILL / QUARANTINED,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,2,23254.339678758817,23542.169570599955,23588.221684756794,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",12,12
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,3,14841.424439239052,18371.7339659492,16909.11130312609,2. NO,1. YES,,2. NO,2. NO,,,,,2. NO,,,,,,,
1. North Central,7. Benue,719. OTUKPO,2. Rural,270,79116,401,13937.029053547096,,,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",28,29
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,1,22670.429515879685,27092.02113146009,25298.872166747642,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,8,32710.19389883418,31560.908470917613,31492.858249452274,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",998. DON'T KNOW,998. DON'T KNOW
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,9,34593.61553884211,35021.7969775107,35090.3050131677,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,7. Benue,721. UKUM,2. Rural,2400,79125,101,28379.896598527794,,,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,36
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,1,9472.762986237321,10286.53497433403,10145.219853748917,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,2,13191.625553112566,13354.904502702755,13381.028755391862,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,30
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,3,8419.181820763055,10421.841195584399,9592.130665851195,2. NO,1. YES,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,4,8437.824718510756,11515.028148913996,11340.772727779637,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",36,36
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,5,8419.181820763055,10421.841195584399,9592.130665851195,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,30
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79133,6,7906.140150054653,11790.252445268578,10518.216745688049,2. NO,2. NO,1,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),STUDENT,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,1,12921.529976190172,15441.717278471919,14419.671000827444,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,48
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79134,2,16175.771366051456,19713.94927115885,18535.31737663346,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",9,48
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,1,8509.791717534195,12690.464715034208,11321.306231216618,2. NO,2. NO,4,2. NO,1. YES,98. DON'T KNOW,5. VACATION,,1. In their own non-farm business,,,,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,2,9062.005272730796,11217.572191283218,10324.511398043203,2. NO,2. NO,4,2. NO,1. YES,98. DON'T KNOW,5. VACATION,,"3. In a family farm, growing crops, raising livestock, or fishing",,,,,,,,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79138,4,10419.198287417646,11308.988441919973,10915.782085868062,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",30,30
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79142,1,21724.576991984533,24879.57601227058,24143.92011474126,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),drought,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,1,7578.451249810904,7312.179407628575,7296.413212921539,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",54,54
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,2,8014.811215324521,8114.0143007314655,8129.886563979207,2. NO,2. NO,1,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",10,30
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,3,5126.553351183149,6996.164072510188,6890.292032857787,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"6. TRANSPORT, DRIVING, POST, TRAVEL AGENCIES",42,66
1. North Central,7. Benue,723. VANDEIKYA,2. Rural,1088,79143,4,5115.226520736604,6331.978523980485,5827.872852362973,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,1,8897.260817899209,8270.16867614622,8341.412490901814,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80012,6,6829.480939439943,7086.638810319386,7088.352958534782,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",12,12
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,1,3332.722366262646,3488.4961380340546,3427.9927351101774,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",16,16
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,2,4578.0658721539785,4750.448763748301,4751.597823759494,2. NO,2. NO,1,2. NO,1. YES,98. DON'T KNOW,96. OTHER (SPECIFY),NO CAPITAL TO CONTINUE,1. In their own non-farm business,,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80013,4,3708.035941864456,4413.316194498295,4278.72587487624,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,1,3332.722366262646,3488.4961380340546,3427.9927351101774,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"1. AGRICULTURE, HUNTING, FISHING",56,56
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80015,2,3550.331306052406,3836.7989927796802,3671.996082021854,2. NO,2. NO,1,2. NO,1. YES,4. IN MORE THAN THREE MONTHS,96. OTHER (SPECIFY),OPERATION/ CS DURIN CHILD BIRTH,1. In their own non-farm business,,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,1,2389.003306124173,2284.345075774395,2301.917686405708,2. NO,2. NO,4,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80019,4,2329.4520382172673,2772.521239209478,2687.9692825177453,1. YES,,,2. NO,2. NO,,,,,1. YES,"7. SEEK HELP FROM RELATIVES, FRIENDS, OTHERS",,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,1,,,,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),he did not work last week because he lost a relative,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,5,2456.216769813025,2654.4029883638327,2540.387805491376,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,10,2565.3211709990414,3053.2534326964324,2960.14015069184,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",14,14
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,16,4300.484840688821,5189.705893600254,5081.719629019561,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",35,35
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,201,4716.883572458534,,,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,202,4716.883572458534,,,2. NO,2. NO,1,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",59,59
2. North East,8. Borno,821. MAIDUGURI METROPOLITAN,1. Urban,1448,80020,203,2456.216769813025,,,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80092,1,11608.356363253408,13903.982559153179,13484.291152032405,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,96. OTHER (SPECIFY),no money for the work,,,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80092,3,10759.073844782177,14910.924209152681,14452.49682064615,2. NO,2. NO,1,1. YES,,,,,,,,,"6. As an apprentice, trainee, intern",,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",28,28
2. North East,8. Borno,805. BIU,2. Rural,46,80095,1,10459.167241834008,10257.519679848541,10299.655592478188,1. YES,,,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",35,35
2. North East,8. Borno,805. BIU,2. Rural,46,80095,2,9970.063257557778,12202.007728095403,11584.782626644132,2. NO,2. NO,1,2. NO,1. YES,3. WITHIN THREE MONTHS,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,1. In their own non-farm business,,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80095,3,9970.063257557778,,11584.782626644132,2. NO,2. NO,1,2. NO,1. YES,3. WITHIN THREE MONTHS,2. BUSINESS / OFFICE CLOSED FOR ANOTHER REASON,,"6. As an apprentice, trainee, intern",,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80095,10,10463.816817460412,14010.109735810745,13530.845394887256,2. NO,2. NO,1,1. YES,,,,,,,,,"6. As an apprentice, trainee, intern",,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",2,2
2. North East,8. Borno,805. BIU,2. Rural,46,80100,2,12924.907462354464,13916.48046440372,13880.630547781117,2. NO,2. NO,4,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,5. As an employee for the government,,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80100,3,15532.913474879588,21526.954727946195,20865.12146395756,2. NO,2. NO,4,1. YES,,,,,,,,,1. In your own non-farm business,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",55,35
2. North East,8. Borno,805. BIU,2. Rural,46,80100,4,15532.913474879588,21526.954727946195,20865.12146395756,1. YES,,,2. NO,1. YES,1. WITHIN ONE WEEK,6. ILL / QUARANTINED,,,,,,,,"1. AGRICULTURE, HUNTING, FISHING",,
2. North East,8. Borno,805. BIU,2. Rural,46,80100,5,12564.340897331615,16822.522584304283,16247.049918417235,2. NO,2. NO,4,1. YES,,,,,,,,,1. In your own non-farm business,,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",6,998. DON'T KNOW
2. North East,8. Borno,805. BIU,2. Rural,46,80100,6,12564.340897331615,16822.522584304283,16247.049918417235,2. NO,2. NO,4,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,805. BIU,2. Rural,46,80100,201,15532.913474879588,,,2. NO,2. NO,4,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",22,55
2. North East,8. Borno,805. BIU,2. Rural,46,80100,202,17170.12644712031,,,2. NO,2. NO,4,1. YES,,,,,,,,,4. As an employee for a private company or another individual (not household member),,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",22,998. DON'T KNOW
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,1,5020.402600521889,7705.557100479218,7480.798078950968,1. YES,,,1. YES,,,,,,,,,"3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family","1. AGRICULTURE, HUNTING, FISHING",25,25
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,5,5510.563773852018,7378.149343079538,7125.754183525031,2. NO,2. NO,1,2. NO,2. NO,,,,,2. NO,,,,,,,
2. North East,8. Borno,827. SHANI,2. Rural,804,80103,8,5510.563773852018,7378.149343079538,7125.754183525031,2. NO,2. NO,1,2. NO,1. YES,3. WITHIN THREE MONTHS,96. OTHER (SPECIFY),LACK OF MONEY,1. In their own non-farm business,,,,,,,,
