zone,state,lga,sector,ea,hhid,interviewer_id,wt_round4,wt_r4panel,s2q0a,s2q0b,s5q1c,s5q1d,s5q1e,filter3,s5q2a,s5q2b,s5q2c__1,s5q2c__2,s5q2c__3,s5q2c__4,s5q2c__5,s5q2c__6,s5q2c__96,s5q2c_os,s5q2d,s5q2e,s5q2f__1,s5q2f__2,s5q2f__3,s5q2f__4,s5q2f__5,s5q2f__6,s5q2f__7,s5q2f__8,s5q2f__9,s5q2f__96,s5q2f_os,s5q2,s5q3,s5q4,s5q4_os,filter1,s5q4b,s5q5__1,s5q5__2,s5q5__3,s5q5__4,s5q5__5,s5q5__6,s5q5__7,s5q5__96,s5q5_os,s5q5b,s5q5c,s5q21,s5q22,s5q23,s5bq1,s5bq2__9,s5bq2__1,s5bq2__2,s5bq2__3,s5bq2__4,s5bq2__5,s5bq2__6,s5bq2__7,s5bq2__8,s5bq2__96,s5bq2_os,s5bq3__1,s5bq3__2,s5bq3__3,s5bq3__4,s5bq3__5,s5bq3__6,s5bq3__7,s5bq3__8,s5bq3__9,s5bq3__10,s5bq3__11,s5bq3__12,s5bq3__13,s5bq3__96,s5bq3_os,s5bq4_1,s5bq4_2,s5bq4_3,s5bq4_4,s5bq5,s5bq6,s5bq7__1,s5bq7__2,s5bq7__3,s5bq7__4,s5bq7__5,s5bq7__6,s5bq7__7,s5bq7__8,s5bq7__9,s5bq7__10,s5bq7__11,s5bq7__12,s5bq7__13,s5bq7__96,s5bq7_os,s5bq8_1,s5bq8_2,s5bq8_3,s5bq9,s5bq10,s5bq11,emp_case,s6q1,s6q1a,s6q1b,s6q1c,s6q1c_os,s6q3,s6q3_os,s6q3a,s6q3b,s6q3b_os,s6q4a,s6q4b,s6q4b_os,s6q5,s6q6,s6q6a,s6q7,s6q8,s6q8a,s6q8a_os,s6q8b,s6q8c,s6q9,s6q10_1,s6q10_2,s6q10_3,s6q10_4,s6q10_5,s6q10_6,s6q10_7,s6q10_8,s6q10_9,nfe_case,s6q11,s6q11a,s6q11b,s6q11b_os,s6q11b1,s6q11c,s6q12,s6q13,s6q14,s6q14_os,crop_filter1,s6q16,s6aq9,s6aq10,s6aq11,s6bq1,s6bq2__1,s6bq2__2,s6bq2__3,s6bq2__4,s6bq2__5,s6bq3,s6bq4__1,s6bq4__3,s6bq4__4,s6bq4__7,s6bq4__96,s6bq4_os,s6bq6,s6bq7,s6bq8,s6bq9,s6bq10,s6bq11,s6bq12,s6bq13,s6bq13_os,s8q1,s8q2,s8q3,s8q4,s8q5,s8q6,s8q7,s8q8,s9q1,s9q3__1,s9q3__2,s9q3__3,s9q3__4,s9q3__5,s9q3__6,s9q3__7,s9q3__8,s9q3__96,s9q3_os,s9q2,s12q3__0,s12q3__1,s12q3__2,s12q3__3,s12q3__4,s12q3__5,s12q3__6,s12q3__7,s12q4__0,s12q4__1,s12q4__2,s12q4__3,s12q5,s12q9,s12q10,s12q10_os,s12q10a,s12q11,s12q14
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169104,15,7952.326964415846,9157.588072784458,2. NO,2. NO,6. I have not been in public during the last 7 days,6. I have not been in public during the last 7 days,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,0,0,0,0,1,0,0,0,,2. NO,1. YES,1. YES,2. NO,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,2. NO,2. NO,,,,,,2. NO,,,,,,,,,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,2. NO,2. NO,1. YES,2. NO,2. NO,2. NO,2. NO,3. Not too worried,0,0,0,0,0,1,0,0,0,,3. Not much of a threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-20T12:58:48
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169105,15,10579.688067148487,12523.990264118718,2. NO,2. NO,3. About half of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,1. YES,2. NO,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,4. No revenue from sales currently,3. NO COSTUMERS / FEWER CUSTOMERS,,1. YES,,3. The same,1. YES,3. The same,1. YES,0,1,1,0,0,1. YES,1,1,1,1,0,,1. YES,2. Higher,1. YES,1. USUAL SALE,2. NO,,,96. OTHER (SPECIFY),Death of son,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. YES,2. NO,3. Not too worried,0,0,0,0,0,1,0,0,0,,2. A moderate threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,1,2020-08-14T19:27:33
4. South East,16. Imo,1615. NWANGELE,2. Rural,220,169108,2,8416.19475721098,9106.842341779155,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,2. NO,,,,,,,,,,,,,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,,1. Very worried,1. YES,1. YES,2. RESPONDENT WAS NOT WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,,,,"5. BUYING & SELLING GOODS, REPAIR OF GOODS, HOTELS & RESTAURANTS",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,4. Lower,1. YES,4. Lower,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. Somewhat worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-18T16:47:39
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169109,2,4737.612979259841,5406.74089551114,2. NO,2. NO,2. Most of the time,5. None of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,2. NO,1. LACK OF MONEY,,1. YES,1. YES,0,0,0,0,1,0,0,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing",2. Only for family consumption,,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,2. Higher,2. NO,,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,4. Lower,1. YES,1. USUAL SALE,1. YES,3. Worse than normal,4. Lower,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,1,0,0,0,0,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,0,2020-08-14T16:26:00
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169112,2,4206.8008038365,4726.208008703094,2. NO,2. NO,1. All of the time,1. All of the time,5. FIVE OR MORE,2. NO,,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,0,0,0,1,1,1,0,,1. YES,,1. YES,2. NO,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,2. Temporarily closed,1. USUAL PLACE OF BUSINESS CLOSED DUE TO CORONAVIRUS RECOMMENDATIONS,,1. YES,oil mill business,"9. PERSONAL SERVICES, EDUCATION, HEALTH, CULTURE, SPORT, DOMESTIC WORK, OTHER",1. Higher than in June,,,1. YES,,4. Lower,1. YES,4. Lower,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,1. USUAL SALE,1. YES,2. Normal,4. Lower,,,2. NO,1. YES,1. YES,2. NO,1. YES,1. YES,2. NO,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,2,5. IGBO,,,2,2020-08-12T19:30:22
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169113,6,3125.401862527106,3200.546353598504,2. NO,2. NO,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,"1. YES, HAD APPOINTMENT THAT WAS CANCELED",0,0,0,0,0,0,0,0,0,1,the person got well,1. YES,1. YES,,,1. YES,1. YES,0,0,0,0,0,0,1,0,,1. YES,,1. YES,2. NO,1. LOWER,1. YES,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,children up keep,2,,,1. Very worried,1. YES,1. YES,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,1. YES,2,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,2. The same as in June,,,1. YES,,1. Much higher,1. YES,2. Higher,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,2. NO,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,1,0,0,0,0,0,0,0,0,,2. A moderate threat,0,0,0,0,0,0,1,1,1,0,0,0,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-10T12:45:00
4. South East,16. Imo,1616. OBOWO,2. Rural,902,169117,2,3624.2253116851234,3835.6763101083952,2. NO,2. NO,4. Some of the time,2. Most of the time,4. FOUR,1. YES,1. YES,1. YES,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1. YES,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,,,3. Not too worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,2. The same as in June,,,1. YES,,1. Much higher,2. NO,,1. YES,0,0,1,0,0,2. NO,,,,,,,1. YES,4. Lower,2. NO,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,4. Not worried at all,0,1,0,0,0,0,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-15T18:46:59
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169121,2,5712.779203016229,6285.788846354358,2. NO,2. NO,4. Some of the time,4. Some of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,2. Temporarily closed,9. SEASONAL CLOSURE,,2. NO,,,3. Less than in June,9. SEASONAL CLOSURE,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,0,1,0,0,0,2. NO,,,,,,,1. YES,3. The same,1. YES,1. USUAL SALE,1. YES,2. Normal,3. The same,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,1,0,0,0,1,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-08-11T20:23:23
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169124,2,4931.252784301693,5556.111486190574,1. YES,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,1. YES,2. NO,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,3. The same,1. YES,2. Higher,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,3. The same,2. NO,,,,,,,1. YES,1. YES,1. YES,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-20T19:30:43
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169125,2,6402.216710147011,6538.560120045644,2. NO,2. NO,1. All of the time,1. All of the time,2. TWO,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. LOWER,1. YES,0,0,0,0,0,0,0,0,0,1,village meeting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,2. The same as in June,,,1. YES,,4. Lower,1. YES,2. Higher,1. YES,0,0,1,0,0,1. YES,1,1,1,1,0,,1. YES,4. Lower,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,2. Normal,4. Lower,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-18T17:05:34
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169126,6,11506.901815654426,13294.878996745203,2. NO,2. NO,1. All of the time,1. All of the time,0. NONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,1. YES,2. NO,98. DON'T KNOW,1. YES,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,1. NFE TEMPORARILY CLOSED AT LAST INTERVIEW,,1. Open,,,,,,,,,1. YES,,2. Higher,1. YES,98. DON'T KNOW,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-16T13:12:32
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169128,6,6432.393060051317,8153.197427904877,2. NO,2. NO,1. All of the time,4. Some of the time,2. TWO,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,3. NFE WAS NOT OPERATING OR PERMANENTLY CLOSED AT ROUND 3,2. NO,,,,,,,,,,1. YES,,98. DON'T KNOW,1. YES,98. DON'T KNOW,1. YES,0,1,1,0,0,2. NO,,,,,,,97. NEW TO LIVESTOCK FARMING,,2. NO,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,1,2020-08-21T14:26:17
4. South East,16. Imo,1627. OWERRI WEST,2. Rural,126,169131,6,5147.000820276362,5927.084428656532,2. NO,2. NO,1. All of the time,4. Some of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,2. NO,,,,,,,,,,,,,2. NO,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,3. Less than in June,96. OTHER (SPECIFY),we spend from it,1. YES,,98. DON'T KNOW,1. YES,98. DON'T KNOW,2. NO,,,,,,,,,,,,,,,,,,,,,,2. NO,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-17T08:36:45
4. South East,16. Imo,1622. ORSU,2. Rural,692,169134,15,13085.14919061209,14121.158402947694,2. NO,2. NO,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,1,1,1,1,0,,2. NO,1. YES,1. YES,1. YES,3. HIGHER,1. YES,0,0,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,1,,,,3. WITHIN THE NEXT 2 TO 3 MONTHS,2. NO,,,,,,,,,,,,,,,,,,,1. Very worried,2. NO,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,2. Higher,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,1. Very worried,,,,,,,,,,,2. A moderate threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-13T08:42:29
4. South East,16. Imo,1622. ORSU,2. Rural,692,169141,2,17656.57422494531,22374.45941700397,2. NO,2. NO,4. Some of the time,4. Some of the time,2. TWO,1. YES,2. NO,,,,,,,,,,1. YES,,,,,,,,,,,,,1. YES,1. YES,,,1. YES,1. YES,1,0,0,0,1,1,0,0,,1. YES,,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,4. Lower,1. YES,0,0,1,0,0,1. YES,1,1,1,0,0,,1. YES,4. Lower,1. YES,2. SALES DUE TO CORONAVIRUS,1. YES,2. Normal,2. Higher,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,5. IGBO,,,0,2020-08-20T19:06:27
4. South East,16. Imo,1622. ORSU,2. Rural,692,169142,2,10488.477444831213,11152.346564366397,2. NO,1. YES,1. All of the time,1. All of the time,1. ONE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,0,0,1,1,1,0,,1. YES,,1. YES,1. YES,1. LOWER,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING","3. In a family farm, growing crops, raising livestock, or fishing","3. Some will be sold, some will be consumed by the family",,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,1. YES,,2. Higher,1. YES,2. Higher,1. YES,0,1,1,0,0,2. NO,,,,,,,1. YES,2. Higher,2. NO,,,,,,,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,4. Not worried at all,0,1,0,0,0,0,0,0,0,,1. A substantial threat,1,0,0,0,0,0,0,0,1,0,0,0,1. COMPLETE,1,5. IGBO,,,0,2020-08-15T18:18:52
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169145,2,32266.519124308998,35988.170524197936,2. NO,2. NO,1. All of the time,1. All of the time,3. THREE,1. YES,2. NO,,,,,,,,,,2. NO,3. NO,,,,,,,,,,,,2. NO,,,,1. YES,2. NO,,,,,,,,,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"1. AGRICULTURE, HUNTING, FISHING",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,2. The same as in June,,,1. YES,,98. DON'T KNOW,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,2. NO,4. Not worried at all,0,0,0,0,0,1,0,0,0,,2. A moderate threat,1,0,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-21T20:27:48
4. South East,16. Imo,1625. OWERRI MUNICIPAL,2. Rural,210,169149,17,30408.323256185136,33755.498784658324,2. NO,2. NO,2. Most of the time,2. Most of the time,4. FOUR,1. YES,1. YES,1. YES,,,,,,,,,1. YES,,,,,,,,,,,,,2. NO,,,,1. YES,1. YES,1,0,1,0,1,1,0,0,,2. NO,1. YES,2. NO,2. NO,,2. NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. RESPONDENT WAS WORKING AT THE TIME OF ROUND 3 INTERVIEW,1. YES,,,,,,,,,,1. YES,,,"7. PROFESSIONAL ACTIVITIES: FINANCE, LEGAL, ANALYSIS, COMPUTER, REAL ESTATE",1. In your own non-farm business,,,,,,,,2. NO,,,,,,,,,,2. NFE WAS OPERATING AT ROUND 3,,1. Open,,,,,,1. Higher than in June,,,2. NO,,,,,2. NO,,,,,,,,,,,,,,,,,,,,,,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,1. YES,2. NO,3. Not too worried,0,0,0,0,0,1,0,0,0,,1. A substantial threat,0,1,0,0,0,0,0,0,0,0,0,1,1. COMPLETE,1,1. ENGLISH,,,0,2020-08-22T20:16:47
