zone,state,lga,sector,ea,hhid,shock_cd,shock_cd_os,s10q1,s10q3__1,s10q3__6,s10q3__7,s10q3__8,s10q3__9,s10q3__11,s10q3__12,s10q3__13,s10q3__14,s10q3__15,s10q3__16,s10q3__17,s10q3__18,s10q3__19,s10q3__20,s10q3__21,s10q3__96,s10q3_os
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70155,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,relying on farm produce
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70155,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70157,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,brought what they could afford
1. North Central,7. Benue,713. MAKURDI,2. Rural,304,70159,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79002,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79008,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,"8. Disruption of farming, livestock, fishing activities",,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,701. ADOR,2. Rural,104,79011,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79016,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,managing
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79018,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79021,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,relied on farm produce
1. North Central,7. Benue,702. AGATU,2. Rural,954,79023,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,10. Increase in price of farming/business inputs,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,702. AGATU,2. Rural,954,79024,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,12. Increase in price of major food items consumed,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79029,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,6. Nonfarm business closure,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79034,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,704. BURUKU,2. Rural,10,79035,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,5. Job loss,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,10. Increase in price of farming/business inputs,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79038,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,6. Nonfarm business closure,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,7. Theft/looting of cash and other property,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,10. Increase in price of farming/business inputs,,1. YES,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,12. Increase in price of major food items consumed,,1. YES,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79039,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,12. Increase in price of major food items consumed,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79040,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,"1. Illness, injury, or death of income earning member of household",,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,10. Increase in price of farming/business inputs,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79041,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,6. Nonfarm business closure,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,7. Theft/looting of cash and other property,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,"8. Disruption of farming, livestock, fishing activities",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,10. Increase in price of farming/business inputs,,1. YES,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,11. Fall in the price of farming/business output,,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,12. Increase in price of major food items consumed,,1. YES,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79043,96. Other (Specify),,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79047,"1. Illness, injury, or death of income earning member of household",,2. NO,,,,,,,,,,,,,,,,,,
1. North Central,7. Benue,705. GBOKO,1. Urban,3834,79047,5. Job loss,,2. NO,,,,,,,,,,,,,,,,,,
