zone,state,lga,sector,ea,hhid,source_cd,source_cd_os,s7q1,s7q2
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29147,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29148,99. TOTAL HOUSEHOLD INCOME,,,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,8. PENSION,,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29150,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29155,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,1. Increased
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1282,29156,99. TOTAL HOUSEHOLD INCOME,,,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,2. NON-FARM FAMILY BUSINESS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29158,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,8. PENSION,,1. YES,2. Stayed the same
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29160,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29161,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29162,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29166,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,8. PENSION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,213. MICHIKA,2. Rural,1406,29168,99. TOTAL HOUSEHOLD INCOME,,,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,8. PENSION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29181,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,2. NON-FARM FAMILY BUSINESS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,8. PENSION,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,201. DEMSA,2. Rural,0,29182,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,8. PENSION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29185,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,2. Stayed the same
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,8. PENSION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29186,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,1. Increased
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,2. NON-FARM FAMILY BUSINESS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,1. YES,1. Increased
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,8. PENSION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29187,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,2. NON-FARM FAMILY BUSINESS,,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,4. REMITTANCES FROM ABROAD,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,5. REMITTANCES FROM FAMILY WITHIN THE COUNTRY,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,6. ASSISTANCE FROM OTHER NON-FAMILY INDIVIDUALS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,"7. INCOME FROM PROPERTIES, INVESTMENTS OR SAVINGS",,1. YES,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,8. PENSION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,9. ASSISTANCE FROM THE GOVERNMENT,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,10. ASSISTANCE FROM NGOS / CHARITABLE ORGANIZATION,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,96. OTHER (SPECIFY),,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29188,99. TOTAL HOUSEHOLD INCOME,,,3. Reduced
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,"1. HOUSEHOLD FARMING, LIVESTOCK OR FISHING",,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,2. NON-FARM FAMILY BUSINESS,,2. NO,
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,3. WAGE EMPLOYMENT OF HOUSEHOLD MEMBERS,,1. YES,2. Stayed the same
2. North East,2. Adamawa,218. SONG,2. Rural,1624,29189,4. REMITTANCES FROM ABROAD,,2. NO,
